seed,update,parameter_id,parameter_name,shape,rank_label,rank,residual_over_matrix_norm,max_abs_residual,max_abs_matrix,block_absmax_ratio_mean,block_absmax_ratio_median,danger_zone_residual_norm_fraction,prior_update_cosine_gain,prior_scale_reduction_ratio,prior_danger_error_fraction
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_50,2,0.6809394359588623,0.010158300399780273,0.025369351729750633,0.6097245216369629,0.6245508193969727,0.6809394359588623,0.09820204973220825,0.6097245216369629,0.7396197319030762
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_75,8,0.4854655861854553,0.0075425333343446255,0.025369351729750633,0.42334693670272827,0.4272993505001068,0.4854655861854553,0.1904209852218628,0.42334693670272827,0.7410615682601929
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_90,25,0.31545722484588623,0.004632046911865473,0.025369351729750633,0.2712099552154541,0.27579739689826965,0.31545722484588623,0.2916257977485657,0.2712099552154541,0.7404488921165466
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_1,1,0.8511626124382019,0.003615943482145667,0.004340743646025658,0.8938566446304321,0.8807294368743896,0.8511626124382019,0.01722925901412964,0.8938566446304321,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_2,2,0.7771422266960144,0.00351658184081316,0.004340743646025658,0.8084774017333984,0.7955574989318848,0.7771422266960144,0.02782970666885376,0.8084774017333984,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_4,4,0.6957934498786926,0.003311352338641882,0.004340743646025658,0.7264902591705322,0.720899760723114,0.6957934498786926,0.03786015510559082,0.7264902591705322,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_8,8,0.6293312311172485,0.0028932325076311827,0.004340743646025658,0.6367689371109009,0.6511334776878357,0.6293312311172485,0.046351611614227295,0.6367689371109009,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_16,16,0.5588676929473877,0.0020915144123136997,0.004340743646025658,0.5556309819221497,0.5802852511405945,0.5588676929473877,0.05413585901260376,0.5556309819221497,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_25,1,0.8511626124382019,0.003615943482145667,0.004340743646025658,0.8938566446304321,0.8807294368743896,0.8511626124382019,0.01722925901412964,0.8938566446304321,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_50,4,0.6957934498786926,0.003311352338641882,0.004340743646025658,0.7264902591705322,0.720899760723114,0.6957934498786926,0.03786015510559082,0.7264902591705322,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_75,28,0.4977804720401764,0.0014510068576782942,0.004340743646025658,0.47864770889282227,0.4983639121055603,0.4977804720401764,0.06078219413757324,0.47864770889282227,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_90,115,0.31485623121261597,0.0007656079833395779,0.004340743646025658,0.27699822187423706,0.28826937079429626,0.31485623121261597,0.07608950138092041,0.27699822187423706,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_1,1,0.8607166409492493,0.003989762626588345,0.004071235656738281,0.9149163961410522,0.9081888198852539,0.8607166409492493,0.01618671417236328,0.9149163961410522,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_2,2,0.7916091084480286,0.003799554193392396,0.004071235656738281,0.8255866765975952,0.8096926212310791,0.7916091084480286,0.026332736015319824,0.8255866765975952,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_4,4,0.7095838189125061,0.002989496337249875,0.004071235656738281,0.7320661544799805,0.7271274328231812,0.7095838189125061,0.03668934106826782,0.7320661544799805,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_8,8,0.6359944939613342,0.0024946858175098896,0.004071235656738281,0.6417193412780762,0.6546657085418701,0.6359944939613342,0.045745790004730225,0.6417193412780762,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_16,16,0.5629028677940369,0.0016784872859716415,0.004071235656738281,0.5506139397621155,0.5636809468269348,0.5629028677940369,0.054078638553619385,0.5506139397621155,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_25,1,0.8607166409492493,0.003989762626588345,0.004071235656738281,0.9149163961410522,0.9081888198852539,0.8607166409492493,0.01618671417236328,0.9149163961410522,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_50,5,0.6816905736923218,0.002927935915067792,0.004071235656738281,0.701207160949707,0.7033208012580872,0.6816905736923218,0.04058593511581421,0.701207160949707,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_75,29,0.4976663291454315,0.0015409478219226003,0.004071235656738281,0.47048261761665344,0.487343966960907,0.4976663291454315,0.06117218732833862,0.47048261761665344,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_90,115,0.3151853680610657,0.0007324533071368933,0.004071235656738281,0.2742399573326111,0.29069048166275024,0.3151853680610657,0.07612061500549316,0.2742399573326111,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_1,1,0.9185985326766968,0.01887543313205242,0.020072950050234795,0.8665817379951477,0.8844623565673828,0.9185985326766968,0.017803668975830078,0.8665817379951477,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_2,2,0.8612256050109863,0.015950405970215797,0.020072950050234795,0.8091772794723511,0.8396369814872742,0.8612256050109863,0.03159850835800171,0.8091772794723511,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_4,4,0.7713602185249329,0.015406075865030289,0.020072950050234795,0.6835668087005615,0.7058435678482056,0.7713602185249329,0.052373290061950684,0.6835668087005615,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_8,8,0.6749486923217773,0.014695403166115284,0.020072950050234795,0.5762799382209778,0.5975542068481445,0.6749486923217773,0.07281070947647095,0.5762799382209778,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_16,16,0.5611744523048401,0.006679012905806303,0.020072950050234795,0.40461593866348267,0.4223823547363281,0.5611744523048401,0.1005658507347107,0.40461593866348267,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_25,2,0.8612256050109863,0.015950405970215797,0.020072950050234795,0.8091772794723511,0.8396369814872742,0.8612256050109863,0.03159850835800171,0.8091772794723511,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_50,7,0.6949891448020935,0.015333903953433037,0.020072950050234795,0.5985334515571594,0.6179271936416626,0.6949891448020935,0.068450927734375,0.5985334515571594,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_75,24,0.4967968463897705,0.0061578406020998955,0.020072950050234795,0.3375086486339569,0.3516712188720703,0.4967968463897705,0.11269986629486084,0.3375086486339569,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_90,81,0.3152819275856018,0.0028096558526158333,0.020072950050234795,0.18624646961688995,0.19519981741905212,0.3152819275856018,0.139288067817688,0.18624646961688995,0.0
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_1,1,0.8235144019126892,0.0033010155893862247,0.004811533261090517,0.8134381175041199,0.934032678604126,0.8235144019126892,0.04254305362701416,0.8134381175041199,0.6709645390510559
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_2,2,0.7304863929748535,0.003072619903832674,0.004811533261090517,0.7450726628303528,0.8814312815666199,0.7304863929748535,0.07292133569717407,0.7450726628303528,0.6596387028694153
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_4,4,0.6177194118499756,0.0026723206974565983,0.004811533261090517,0.6234027743339539,0.869320273399353,0.6177194118499756,0.11249488592147827,0.6234027743339539,0.6581743955612183
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_8,8,0.5071911215782166,0.0019960093777626753,0.004811533261090517,0.5226320624351501,0.8017041087150574,0.5071911215782166,0.1624692678451538,0.5226320624351501,0.6640556454658508
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_16,16,0.3838885724544525,0.0012582787312567234,0.004811533261090517,0.38987115025520325,0.6715425848960876,0.3838885724544525,0.23729050159454346,0.38987115025520325,0.6552237272262573
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_25,1,0.8235144019126892,0.0033010155893862247,0.004811533261090517,0.8134381175041199,0.934032678604126,0.8235144019126892,0.04254305362701416,0.8134381175041199,0.6709645390510559
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_50,3,0.6641553044319153,0.002763196360319853,0.004811533261090517,0.6626163721084595,0.8826199173927307,0.6641553044319153,0.09573626518249512,0.6626163721084595,0.6661534309387207
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_75,9,0.48770207166671753,0.0018075855914503336,0.004811533261090517,0.49383875727653503,0.7231905460357666,0.48770207166671753,0.1748601794242859,0.49383875727653503,0.6624634861946106
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_90,24,0.31606870889663696,0.0010790963424369693,0.004811533261090517,0.32581138610839844,0.5961899757385254,0.31606870889663696,0.28114765882492065,0.32581138610839844,0.656200110912323
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_1,1,0.7749552130699158,0.011400988325476646,0.016164418309926987,0.7340859174728394,0.751748263835907,0.7749552130699158,0.058080077171325684,0.7340859174728394,0.8075833320617676
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_2,2,0.6999861001968384,0.009071185253560543,0.016164418309926987,0.6566995978355408,0.681526243686676,0.6999861001968384,0.08138823509216309,0.6566995978355408,0.8044013381004333
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_4,4,0.59830242395401,0.007368425372987986,0.016164418309926987,0.5640333890914917,0.585683286190033,0.59830242395401,0.12067389488220215,0.5640333890914917,0.8026872277259827
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_8,8,0.48543235659599304,0.006429832894355059,0.016164418309926987,0.44510746002197266,0.47119584679603577,0.48543235659599304,0.1779881715774536,0.44510746002197266,0.808289110660553
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_16,16,0.3701002895832062,0.004331556148827076,0.016164418309926987,0.33093884587287903,0.3513724207878113,0.3701002895832062,0.25471341609954834,0.33093884587287903,0.8032455444335938
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_25,1,0.7749552130699158,0.011400988325476646,0.016164418309926987,0.7340859174728394,0.751748263835907,0.7749552130699158,0.058080077171325684,0.7340859174728394,0.8075833320617676
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_50,2,0.6999861001968384,0.009071185253560543,0.016164418309926987,0.6566995978355408,0.681526243686676,0.6999861001968384,0.08138823509216309,0.6566995978355408,0.8044013381004333
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_75,8,0.48543235659599304,0.006429832894355059,0.016164418309926987,0.44510746002197266,0.47119584679603577,0.48543235659599304,0.1779881715774536,0.44510746002197266,0.808289110660553
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_90,23,0.3126862049102783,0.0037441235035657883,0.016164418309926987,0.27572745084762573,0.2933010458946228,0.3126862049102783,0.29599785804748535,0.27572745084762573,0.8065279126167297
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_1,1,0.8595951199531555,0.005273354705423117,0.007158670108765364,0.8580785989761353,0.7925311326980591,0.8595951199531555,0.025258123874664307,0.8580785989761353,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_2,2,0.7732124924659729,0.004692176356911659,0.007158670108765364,0.7831758260726929,0.73951655626297,0.7732124924659729,0.03916746377944946,0.7831758260726929,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_4,4,0.6805731654167175,0.003466671332716942,0.007158670108765364,0.6842111945152283,0.6745985746383667,0.6805731654167175,0.05340087413787842,0.6842111945152283,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_8,8,0.5992884635925293,0.0024255989119410515,0.007158670108765364,0.5904388427734375,0.6122586727142334,0.5992884635925293,0.06614810228347778,0.5904388427734375,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_16,16,0.5060470700263977,0.0017194364918395877,0.007158670108765364,0.4781741499900818,0.4896744191646576,0.5060470700263977,0.08156359195709229,0.4781741499900818,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_25,1,0.8595951199531555,0.005273354705423117,0.007158670108765364,0.8580785989761353,0.7925311326980591,0.8595951199531555,0.025258123874664307,0.8580785989761353,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_50,4,0.6805731654167175,0.003466671332716942,0.007158670108765364,0.6842111945152283,0.6745985746383667,0.6805731654167175,0.05340087413787842,0.6842111945152283,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_75,17,0.4984700679779053,0.001578612602315843,0.007158670108765364,0.4695671498775482,0.48619553446769714,0.4984700679779053,0.08254039287567139,0.4695671498775482,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_90,74,0.3157999813556671,0.0006586683448404074,0.007158670108765364,0.2665773630142212,0.29299089312553406,0.3157999813556671,0.10694724321365356,0.2665773630142212,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_1,1,0.8755102157592773,0.005748692899942398,0.005752217024564743,0.8837910294532776,0.8638623952865601,0.8755102157592773,0.022967040538787842,0.8837910294532776,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_2,2,0.7929213643074036,0.005510812625288963,0.005752217024564743,0.8151895999908447,0.7904338240623474,0.7929213643074036,0.037105441093444824,0.8151895999908447,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_4,4,0.6998294591903687,0.003539902623742819,0.005752217024564743,0.710133969783783,0.6982035040855408,0.6998294591903687,0.05171704292297363,0.710133969783783,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_8,8,0.6121376752853394,0.002715801354497671,0.005752217024564743,0.6036272048950195,0.6245713829994202,0.6121376752853394,0.0652475357055664,0.6036272048950195,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_16,16,0.5146397352218628,0.0016114276368170977,0.005752217024564743,0.49374350905418396,0.5153805613517761,0.5146397352218628,0.08080297708511353,0.49374350905418396,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_25,2,0.7929213643074036,0.005510812625288963,0.005752217024564743,0.8151895999908447,0.7904338240623474,0.7929213643074036,0.037105441093444824,0.8151895999908447,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_50,4,0.6998294591903687,0.003539902623742819,0.005752217024564743,0.710133969783783,0.6982035040855408,0.6998294591903687,0.05171704292297363,0.710133969783783,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_75,18,0.49915745854377747,0.00155183719471097,0.005752217024564743,0.4737493693828583,0.5012457370758057,0.49915745854377747,0.08323699235916138,0.4737493693828583,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_90,74,0.31618836522102356,0.0006368216127157211,0.005752217024564743,0.27246731519699097,0.30037540197372437,0.31618836522102356,0.10737437009811401,0.27246731519699097,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_1,1,0.9302141070365906,0.02001940831542015,0.02432527020573616,0.862717866897583,0.8936196565628052,0.9302141070365906,0.01699697971343994,0.862717866897583,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_2,2,0.8625819683074951,0.02054423652589321,0.02432527020573616,0.7770625948905945,0.8081718683242798,0.8625819683074951,0.032761216163635254,0.7770625948905945,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_4,4,0.7629263997077942,0.013941212557256222,0.02432527020573616,0.6070491671562195,0.6274083256721497,0.7629263997077942,0.06048691272735596,0.6070491671562195,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_8,8,0.6539435982704163,0.009948911145329475,0.02432527020573616,0.43551698327064514,0.45946767926216125,0.6539435982704163,0.09277093410491943,0.43551698327064514,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_16,16,0.5333729386329651,0.005761987064033747,0.02432527020573616,0.3176060914993286,0.3380569815635681,0.5333729386329651,0.1240612268447876,0.3176060914993286,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_25,2,0.8625819683074951,0.02054423652589321,0.02432527020573616,0.7770625948905945,0.8081718683242798,0.8625819683074951,0.032761216163635254,0.7770625948905945,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_50,6,0.6986625790596008,0.01209050789475441,0.02432527020573616,0.5090305209159851,0.5378373265266418,0.6986625790596008,0.0784723162651062,0.5090305209159851,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_75,20,0.49632784724235535,0.005322084296494722,0.02432527020573616,0.2882818281650543,0.30569905042648315,0.49632784724235535,0.13310271501541138,0.2882818281650543,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_90,65,0.3142014741897583,0.0022927983663976192,0.02432527020573616,0.14774692058563232,0.1581583321094513,0.3142014741897583,0.17318415641784668,0.14774692058563232,0.0
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_1,1,0.774558424949646,0.002743172226473689,0.0038060792721807957,0.7169246673583984,0.705658495426178,0.774558424949646,0.0634375810623169,0.7169246673583984,0.7800508737564087
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_2,2,0.6916987895965576,0.0026511186733841896,0.0038060792721807957,0.6391500234603882,0.6756702661514282,0.6916987895965576,0.09165310859680176,0.6391500234603882,0.7779672741889954
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_4,4,0.6022385954856873,0.0017224675975739956,0.0038060792721807957,0.5507125854492188,0.6704468131065369,0.6022385954856873,0.12710410356521606,0.5507125854492188,0.7760277390480042
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_8,8,0.4910154938697815,0.001565727056004107,0.0038060792721807957,0.45498114824295044,0.6210070848464966,0.4910154938697815,0.18029999732971191,0.45498114824295044,0.7723360657691956
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_16,16,0.37022361159324646,0.0010564376134425402,0.0038060792721807957,0.3566778004169464,0.5955992937088013,0.37022361159324646,0.2516132593154907,0.3566778004169464,0.7653414011001587
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_25,1,0.774558424949646,0.002743172226473689,0.0038060792721807957,0.7169246673583984,0.705658495426178,0.774558424949646,0.0634375810623169,0.7169246673583984,0.7800508737564087
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_50,2,0.6916987895965576,0.0026511186733841896,0.0038060792721807957,0.6391500234603882,0.6756702661514282,0.6916987895965576,0.09165310859680176,0.6391500234603882,0.7779672741889954
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_75,8,0.4910154938697815,0.001565727056004107,0.0038060792721807957,0.45498114824295044,0.6210070848464966,0.4910154938697815,0.18029999732971191,0.45498114824295044,0.7723360657691956
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_90,23,0.3105713129043579,0.000870676594786346,0.0038060792721807957,0.29913952946662903,0.5223761200904846,0.3105713129043579,0.29730188846588135,0.29913952946662903,0.7669150233268738
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",fixed_1,1,0.7638156414031982,0.00959559716284275,0.017796628177165985,0.6734088659286499,0.6810851097106934,0.7638156414031982,0.06552058458328247,0.6734088659286499,0.8196065425872803
