seed,update,parameter_id,parameter_name,shape,bin_id,bin_label,component,selection_status,baseline_update_cosine,baseline_update_relative_l2,update_cosine_gain,update_l2_reduction,polar_update_cosine_gain,polar_update_l2_reduction,removed_energy,removed_energy_fraction,aggregation,samples
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",11,"[-0.5,0)",associated,selected,0.6242625713348389,0.8662538528442383,3.0040740966796875e-05,-8.344650268554688e-06,2.2292137145996094e-05,2.7179718017578125e-05,9.908089123200625e-05,0.03734631420443072,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",2,"[-5,-4.5)",diagonal,selected,0.5780423283576965,0.9399250745773315,5.364418029785156e-06,7.331371307373047e-06,-9.626150131225586e-05,-0.00010085105895996094,1.3436553558676678e-07,2.883918743443982e-06,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",2,"[-5,-4.5)",associated,selected,0.5780423283576965,0.9399250745773315,0.0015383362770080566,0.002633333206176758,0.0030407309532165527,0.003210723400115967,0.00025375260156579316,0.005446351109736032,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",3,"[-4.5,-4)",diagonal,selected,0.5780423283576965,0.9399250745773315,2.3245811462402344e-06,3.993511199951172e-06,5.900859832763672e-05,6.23464584350586e-05,7.729810391765568e-08,1.6590671837634731e-06,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",3,"[-4.5,-4)",associated,selected,0.5780423283576965,0.9399250745773315,0.0029900670051574707,0.00477755069732666,0.006400167942047119,0.00677180290222168,0.00047419016482308507,0.010177653803247812,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",4,"[-4,-3.5)",diagonal,selected,0.5780423283576965,0.9399250745773315,5.716085433959961e-05,8.577108383178711e-05,0.0004317760467529297,0.0004557967185974121,1.470674988013343e-06,3.156543934368573e-05,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",4,"[-4,-3.5)",associated,selected,0.5780423283576965,0.9399250745773315,0.01320260763168335,0.021120905876159668,0.030465900897979736,0.03268057107925415,0.002400243654847145,0.0515169878556857,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",5,"[-3.5,-3)",diagonal,selected,0.5780423283576965,0.9399250745773315,0.00022840499877929688,0.00026744604110717773,0.0009286999702453613,0.0009795427322387695,6.092223884479608e-06,0.00013075881827123983,,
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",5,"[-3.5,-3)",associated,selected,0.5780423283576965,0.9399250745773315,0.03280121088027954,0.05130845308303833,0.07264530658721924,0.07995247840881348,0.005581374745815992,0.11979434438565134,,
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",0,"[-6,-5.5)",diagonal,selected,0.5385554432868958,0.9973449110984802,-3.4570693969726562e-06,-1.531839370727539e-05,-9.486079216003418e-05,-9.524822235107422e-05,9.929031818955991e-08,3.1845549434751775e-06,,
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",0,"[-6,-5.5)",associated,selected,0.5385554432868958,0.9973449110984802,0.0009838342666625977,0.0017716288566589355,0.00312766432762146,0.0031223297119140625,0.00017155152454506606,0.0055022006728561055,,
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",1,"[-5.5,-5)",diagonal,selected,0.5080125331878662,1.04104483127594,-1.0788440704345703e-05,-2.5391578674316406e-05,0.00013205409049987793,0.0001271963119506836,1.2989031006327423e-07,5.778271437409521e-06,,
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",1,"[-5.5,-5)",associated,selected,0.5080125331878662,1.04104483127594,0.0016883015632629395,0.003245115280151367,0.00500372052192688,0.00483858585357666,0.00023241198505274951,0.010339027863493104,,
