seed,update,parameter_id,parameter_name,shape,row_bin_label,col_bin_label,energy,energy_fraction,selection_status,update_cosine_gain,polar_update_cosine_gain,update_l2_reduction,status
1,4096,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]","[-2,-1.5)","[-1.5,-1)",0.0015972851542755961,0.12620926775789323,top-two-by-pre-intervention-energy,0.006355643272399902,0.006746530532836914,0.013626694679260254,
1,4096,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]","[-1.5,-1)","[-1,-0.5)",0.0015362704871222377,0.12138820218716279,top-two-by-pre-intervention-energy,0.000855565071105957,0.0009122490882873535,0.001982271671295166,
1,4096,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]","[-1.5,-1)","[-2.5,-2)",0.0011584560852497816,0.08433608834590493,top-two-by-pre-intervention-energy,0.002653360366821289,0.001840829849243164,0.0026015639305114746,
1,4096,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]","[-2,-1.5)","[-2.5,-2)",0.0011128841433674097,0.08101843188432446,top-two-by-pre-intervention-energy,0.005169570446014404,0.005907952785491943,0.007572472095489502,
1,4096,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]","[-2.5,-2)","[-2,-1.5)",0.0021027864422649145,0.05239105555093023,top-two-by-pre-intervention-energy,0.005770623683929443,0.006065875291824341,0.007041573524475098,
1,4096,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]","[-2,-1.5)","[-2.5,-2)",0.0018177784513682127,0.04529006365588787,top-two-by-pre-intervention-energy,0.0054184794425964355,0.004794329404830933,0.00708848237991333,
1,4096,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.00014717021258547902,0.1426784738631922,top-two-by-pre-intervention-energy,0.0009080171585083008,0.0008684396743774414,0.002321690320968628,
1,4096,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.00013193421182222664,0.12790748659281187,top-two-by-pre-intervention-energy,0.0008043646812438965,0.0007685422897338867,0.0020805001258850098,
1,4096,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.00014593920786865056,0.13743871979350122,top-two-by-pre-intervention-energy,0.0007857680320739746,0.0007890462875366211,0.0020415782928466797,
1,4096,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.00012752859038300812,0.1201004613858503,top-two-by-pre-intervention-energy,0.000703275203704834,0.000690758228302002,0.0018553733825683594,
1,4096,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]","[-1.5,-1)","[-1,-0.5)",0.0014022812247276306,0.22220921879709873,top-two-by-pre-intervention-energy,0.0030586719512939453,0.0027764439582824707,0.0077946484088897705,
1,4096,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]","[-1,-0.5)","[-1.5,-1)",0.0012861189898103476,0.20380184157523787,top-two-by-pre-intervention-energy,0.002864241600036621,0.0025734305381774902,0.007275611162185669,
1,4096,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]","[-1.5,-1)","[-2.5,-2)",0.0003609896230045706,0.08275571728268252,top-two-by-pre-intervention-energy,0.0031281113624572754,0.002297818660736084,0.0035033226013183594,
1,4096,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]","[-2,-1.5)","[-2.5,-2)",0.00035082860267721117,0.08042633584917826,top-two-by-pre-intervention-energy,0.009556233882904053,0.010003328323364258,0.012012660503387451,
1,4096,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]","[-2.5,-2)","[-2,-1.5)",0.0005591404042206705,0.05858764480712421,top-two-by-pre-intervention-energy,0.013071060180664062,0.01280885934829712,0.015369057655334473,
1,4096,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]","[-2,-1.5)","[-2.5,-2)",0.0005076969973742962,0.05319732061442954,top-two-by-pre-intervention-energy,0.012273728847503662,0.011091828346252441,0.014756739139556885,
1,4096,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.00014477246440947056,0.15489505200271306,top-two-by-pre-intervention-energy,0.00103837251663208,0.0010022521018981934,0.0026784539222717285,
1,4096,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.0001297070411965251,0.13877624431693733,top-two-by-pre-intervention-energy,0.000937044620513916,0.000900566577911377,0.0024189352989196777,
1,4096,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.0001395840517943725,0.15232428594767797,top-two-by-pre-intervention-energy,0.0009757876396179199,0.000938713550567627,0.002511352300643921,
1,4096,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.00012188374239485711,0.13300841887207518,top-two-by-pre-intervention-energy,0.0009313821792602539,0.0008699297904968262,0.0024014711380004883,
1,4096,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]","[-1.5,-1)","[-1,-0.5)",0.001363455317914486,0.21734727910044888,top-two-by-pre-intervention-energy,0.003638029098510742,0.003319859504699707,0.008909732103347778,
1,4096,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]","[-1,-0.5)","[-1.5,-1)",0.0012095586862415075,0.19281474494450107,top-two-by-pre-intervention-energy,0.003306567668914795,0.00296628475189209,0.008043110370635986,
1,4096,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]","[-1.5,-1)","[-2.5,-2)",0.00044841907219961286,0.0993888213605963,top-two-by-pre-intervention-energy,0.0035766959190368652,0.00282132625579834,0.004238784313201904,
1,4096,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]","[-1.5,-1)","[-2,-1.5)",0.00040187808917835355,0.08907335144814042,top-two-by-pre-intervention-energy,0.002207815647125244,0.002004683017730713,0.0025208592414855957,
1,4096,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]","[-2.5,-2)","[-2,-1.5)",0.0006698785582557321,0.05662103263021942,top-two-by-pre-intervention-energy,0.011249184608459473,0.011179804801940918,0.01399451494216919,
1,4096,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]","[-2,-1.5)","[-1.5,-1)",0.0006584862130694091,0.055658102348932134,top-two-by-pre-intervention-energy,0.00252610445022583,0.002042829990386963,0.0026964545249938965,
1,4096,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.00020149786723777652,0.18766689916490378,top-two-by-pre-intervention-energy,0.002620697021484375,0.002321958541870117,0.006242692470550537,
1,4096,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.00017868794384412467,0.16642266639878592,top-two-by-pre-intervention-energy,0.002436041831970215,0.002139449119567871,0.005794495344161987,
1,4096,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.00020060465612914413,0.19077837544299003,top-two-by-pre-intervention-energy,0.00292891263961792,0.0025858283042907715,0.0069494545459747314,
1,4096,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.00017469419981352985,0.16613709912237873,top-two-by-pre-intervention-energy,0.0026552677154541016,0.0023194551467895508,0.006298422813415527,
1,4096,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]","[-1.5,-1)","[-1,-0.5)",0.0013568447902798653,0.1590755607849149,top-two-by-pre-intervention-energy,0.0013884305953979492,0.0014362931251525879,0.0033935904502868652,
1,4096,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]","[-1,-0.5)","[-1.5,-1)",0.00110617617610842,0.12968734287218267,top-two-by-pre-intervention-energy,0.0011405348777770996,0.0011816620826721191,0.002818375825881958,
1,4096,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]","[-2,-1.5)","[-2.5,-2)",6.0192443925188854e-05,0.059182100575969086,top-two-by-pre-intervention-energy,0.01603519916534424,0.014547586441040039,0.015092432498931885,
1,4096,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]","[-2,-1.5)","[-3,-2.5)",6.012353696860373e-05,0.05911435023773605,top-two-by-pre-intervention-energy,0.00895017385482788,0.01120680570602417,0.007758200168609619,
1,4096,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]","[-1.5,-1)","[-2,-1.5)",0.00011625117622315884,0.05360610125781808,top-two-by-pre-intervention-energy,0.0038581490516662598,0.004758059978485107,0.005660533905029297,
1,4096,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]","[-2,-1.5)","[-1.5,-1)",0.00011589079804252833,0.05343992255864602,top-two-by-pre-intervention-energy,0.003992795944213867,0.004517972469329834,0.005790293216705322,
1,4096,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.00025034660939127207,0.14587001630002353,top-two-by-pre-intervention-energy,0.0010747909545898438,0.00103074312210083,0.0025295615196228027,
1,4096,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.0001573678746353835,0.09169388989920847,top-two-by-pre-intervention-energy,0.0008564591407775879,0.0007929801940917969,0.0020407140254974365,
1,4096,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]","[-1,-0.5)","[-1.5,-1)",0.00023525211145170033,0.15580637344210993,top-two-by-pre-intervention-energy,0.0017367005348205566,0.0015292167663574219,0.0036987364292144775,
1,4096,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]","[-1.5,-1)","[-1,-0.5)",0.00017848100105766207,0.11820713247379751,top-two-by-pre-intervention-energy,0.0014324188232421875,0.001237034797668457,0.0030509531497955322,
1,4096,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]","[-2,-1.5)","[-1.5,-1)",0.002729420317336917,0.19653896553736006,top-two-by-pre-intervention-energy,0.005228817462921143,0.004886031150817871,0.010542690753936768,
1,4096,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]","[-1.5,-1)","[-2,-1.5)",0.0023029970470815897,0.16583325565284804,top-two-by-pre-intervention-energy,0.004499197006225586,0.00405806303024292,0.009149789810180664,
,,,,,"[-2,-1.5)","[-1.5,-1)",0.14403753273029452,,,,,,global_energy_shortlist
,,,,,"[-1.5,-1)","[-2,-1.5)",0.13273168753926257,,,,,,global_energy_shortlist
,,,,,"[-1.5,-1)","[-1,-0.5)",0.08405150559087815,,,,,,global_energy_shortlist
,,,,,"[-2,-1.5)","[-2.5,-2)",0.0772479050439756,,,,,,global_energy_shortlist
,,,,,"[-2.5,-2)","[-2,-1.5)",0.07442849858102818,,,,,,global_energy_shortlist
,,,,,"[-1,-0.5)","[-1.5,-1)",0.07382556772449789,,,,,,global_energy_shortlist
