seed,update,parameter_id,rank,method,pairing,zero_pair_fraction,vector_mean_magnitude_relative_error,vector_mean_direction_cosine,vector_small_norm_magnitude_error,vector_large_norm_magnitude_error,residual_relative_l2,residual_cosine
0,128,transformer.h.0.mlp.w1.weight,8,mse64_checkerboard,checkerboard,0.01767984963953495,0.1602420210838318,0.9654555320739746,0.21328383684158325,0.10720127820968628,0.20477433502674103,0.9790623188018799
0,128,transformer.h.0.mlp.w2.weight,4,mse64_contiguous,contiguous,0.01871744729578495,0.16030681133270264,0.9631989598274231,0.2142002284526825,0.10641448944807053,0.2117055505514145,0.9776878356933594
0,128,transformer.h.0.mlp.w2.weight,4,mse64_row,row,0.01871744729578495,0.16030681133270264,0.9631989598274231,0.2142002284526825,0.10641448944807053,0.2117055505514145,0.9776878356933594
0,128,transformer.h.0.mlp.w2.weight,4,mse64_column,column,0.01846822164952755,0.16194771230220795,0.9633983969688416,0.21456173062324524,0.10933473706245422,0.23297949135303497,0.9730471968650818
0,128,transformer.h.0.mlp.w2.weight,4,mse64_checkerboard,checkerboard,0.01724751852452755,0.1570296436548233,0.9651743769645691,0.2076275795698166,0.10643275827169418,0.21161876618862152,0.9776913523674011
0,128,transformer.h.0.mlp.w2.weight,8,mse64_contiguous,contiguous,0.01837666891515255,0.1618867665529251,0.9644339084625244,0.2165958285331726,0.10717882961034775,0.20630812644958496,0.9787733554840088
0,128,transformer.h.0.mlp.w2.weight,8,mse64_row,row,0.01837666891515255,0.1618867665529251,0.9644339084625244,0.2165958285331726,0.10717882961034775,0.20630812644958496,0.9787733554840088
0,128,transformer.h.0.mlp.w2.weight,8,mse64_column,column,0.01770528219640255,0.1629553586244583,0.9650471210479736,0.21718016266822815,0.10873167216777802,0.22069966793060303,0.9757500290870667
0,128,transformer.h.0.mlp.w2.weight,8,mse64_checkerboard,checkerboard,0.01723734475672245,0.15975672006607056,0.9660940170288086,0.21206094324588776,0.10745357722043991,0.20586425065994263,0.978850245475769
0,128,transformer.h.0.mlp.c_proj.weight,4,mse64_contiguous,contiguous,0.02017720602452755,0.16602717339992523,0.9609410166740417,0.22146077454090118,0.1105947196483612,0.2423676699399948,0.970848023891449
0,128,transformer.h.0.mlp.c_proj.weight,4,mse64_row,row,0.02017720602452755,0.16602717339992523,0.9609410166740417,0.22146077454090118,0.1105947196483612,0.2423676699399948,0.970848023891449
0,128,transformer.h.0.mlp.c_proj.weight,4,mse64_column,column,0.02100118063390255,0.16498257219791412,0.9601534008979797,0.2220117747783661,0.10795451700687408,0.2147345393896103,0.9770694971084595
0,128,transformer.h.0.mlp.c_proj.weight,4,mse64_checkerboard,checkerboard,0.0201416015625,0.16651813685894012,0.9608780741691589,0.22197523713111877,0.111062191426754,0.24198783934116364,0.9709586501121521
0,128,transformer.h.0.mlp.c_proj.weight,8,mse64_contiguous,contiguous,0.02019754983484745,0.1683165282011032,0.961816132068634,0.22546805441379547,0.11116617918014526,0.23330280184745789,0.9729554653167725
0,128,transformer.h.0.mlp.c_proj.weight,8,mse64_row,row,0.02019754983484745,0.1683165282011032,0.961816132068634,0.22546805441379547,0.11116617918014526,0.23330280184745789,0.9729554653167725
0,128,transformer.h.0.mlp.c_proj.weight,8,mse64_column,column,0.02085367776453495,0.1672126203775406,0.960961639881134,0.2250780314207077,0.10934842377901077,0.21140670776367188,0.977745532989502
0,128,transformer.h.0.mlp.c_proj.weight,8,mse64_checkerboard,checkerboard,0.01983642578125,0.16786105930805206,0.9620949625968933,0.22470182180404663,0.1110214814543724,0.2334856539964676,0.9728930592536926
0,128,transformer.h.1.attn.c_attn.weight,4,mse64_contiguous,contiguous,0.01689995639026165,0.15455791354179382,0.9660643339157104,0.18267983198165894,0.1264365166425705,0.18872123956680298,0.9821699261665344
0,128,transformer.h.1.attn.c_attn.weight,4,mse64_row,row,0.01689995639026165,0.15455791354179382,0.9660643339157104,0.18267983198165894,0.1264365166425705,0.18872123956680298,0.9821699261665344
0,128,transformer.h.1.attn.c_attn.weight,4,mse64_column,column,0.4246554970741272,0.5495315790176392,0.5478258728981018,0.886121928691864,0.21294738352298737,0.23440155386924744,0.9736338257789612
0,128,transformer.h.1.attn.c_attn.weight,4,mse64_checkerboard,checkerboard,0.015154803171753883,0.15111234784126282,0.9683868885040283,0.17584417760372162,0.12638098001480103,0.18819019198417664,0.9822602868080139
0,128,transformer.h.1.attn.c_attn.weight,8,mse64_contiguous,contiguous,0.018776223063468933,0.16044053435325623,0.9640308022499084,0.1918632984161377,0.1290183663368225,0.18762928247451782,0.9823744297027588
0,128,transformer.h.1.attn.c_attn.weight,8,mse64_row,row,0.018776223063468933,0.16044053435325623,0.9640308022499084,0.1918632984161377,0.1290183663368225,0.18762928247451782,0.9823744297027588
0,128,transformer.h.1.attn.c_attn.weight,8,mse64_column,column,0.4129774272441864,0.5401654243469238,0.5589371919631958,0.8849773406982422,0.1953597217798233,0.23477445542812347,0.9734305739402771
0,128,transformer.h.1.attn.c_attn.weight,8,mse64_checkerboard,checkerboard,0.016945168375968933,0.1576084941625595,0.9665343165397644,0.1864137202501297,0.1288037896156311,0.1873469054698944,0.9824346899986267
0,128,transformer.h.1.attn.c_proj.weight,4,mse64_contiguous,contiguous,0.012112087570130825,0.1410127729177475,0.9731695652008057,0.1827886551618576,0.09923916310071945,0.18657827377319336,0.9825785160064697
0,128,transformer.h.1.attn.c_proj.weight,4,mse64_row,row,0.012112087570130825,0.1410127729177475,0.9731695652008057,0.1827886551618576,0.09923916310071945,0.18657827377319336,0.9825785160064697
0,128,transformer.h.1.attn.c_proj.weight,4,mse64_column,column,0.01203070767223835,0.14096811413764954,0.9729316234588623,0.18325285613536835,0.09868565946817398,0.1866173893213272,0.9825547337532043
0,128,transformer.h.1.attn.c_proj.weight,4,mse64_checkerboard,checkerboard,0.01104058139026165,0.14067870378494263,0.9743544459342957,0.1819586604833603,0.09940100461244583,0.18680936098098755,0.9825149178504944
0,128,transformer.h.1.attn.c_proj.weight,8,mse64_contiguous,contiguous,0.0129258893430233,0.1464666724205017,0.972436785697937,0.1914413869380951,0.10149440914392471,0.18592984974384308,0.9826882481575012
0,128,transformer.h.1.attn.c_proj.weight,8,mse64_row,row,0.0129258893430233,0.1464666724205017,0.972436785697937,0.1914413869380951,0.10149440914392471,0.18592984974384308,0.9826882481575012
0,128,transformer.h.1.attn.c_proj.weight,8,mse64_column,column,0.01325141079723835,0.14678359031677246,0.9720242619514465,0.19223299622535706,0.10133665800094604,0.18648622930049896,0.9825814366340637
0,128,transformer.h.1.attn.c_proj.weight,8,mse64_checkerboard,checkerboard,0.012980143539607525,0.1461789906024933,0.9725143909454346,0.1909559965133667,0.10140440613031387,0.18544520437717438,0.9827829003334045
0,128,transformer.h.1.mlp.w1.weight,4,mse64_contiguous,contiguous,0.025604248046875,0.1732947826385498,0.9542415142059326,0.2355373650789261,0.11105352640151978,0.2239498347043991,0.9751582145690918
0,128,transformer.h.1.mlp.w1.weight,4,mse64_row,row,0.025604248046875,0.1732947826385498,0.9542415142059326,0.2355373650789261,0.11105352640151978,0.2239498347043991,0.9751582145690918
0,128,transformer.h.1.mlp.w1.weight,4,mse64_column,column,0.02322896383702755,0.1749105304479599,0.9565927386283875,0.23549799621105194,0.11432429403066635,0.26966026425361633,0.964057981967926
0,128,transformer.h.1.mlp.w1.weight,4,mse64_checkerboard,checkerboard,0.02139790914952755,0.16658063232898712,0.959412157535553,0.2232484668493271,0.10991396009922028,0.22184398770332336,0.9755603075027466
0,128,transformer.h.1.mlp.w1.weight,8,mse64_contiguous,contiguous,0.02411397360265255,0.17367655038833618,0.9567106366157532,0.23641812801361084,0.11093620955944061,0.21816757321357727,0.9763303399085999
0,128,transformer.h.1.mlp.w1.weight,8,mse64_row,row,0.02411397360265255,0.17367655038833618,0.9567106366157532,0.23641812801361084,0.11093620955944061,0.21816757321357727,0.9763303399085999
0,128,transformer.h.1.mlp.w1.weight,8,mse64_column,column,0.02254231832921505,0.17476825416088104,0.9583765864372253,0.23555509746074677,0.11398260295391083,0.24754753708839417,0.9696108102798462
0,128,transformer.h.1.mlp.w1.weight,8,mse64_checkerboard,checkerboard,0.0206298828125,0.16823077201843262,0.9610938429832458,0.22554339468479156,0.11091934889554977,0.2171102613210678,0.9765210747718811
0,128,transformer.h.1.mlp.w2.weight,4,mse64_contiguous,contiguous,0.02663675881922245,0.17563068866729736,0.9527923464775085,0.23916734755039215,0.11209537088871002,0.22922678291797638,0.9740242958068848
0,128,transformer.h.1.mlp.w2.weight,4,mse64_row,row,0.02663675881922245,0.17563068866729736,0.9527923464775085,0.23916734755039215,0.11209537088871002,0.22922678291797638,0.9740242958068848
0,128,transformer.h.1.mlp.w2.weight,4,mse64_column,column,0.02392578125,0.17771118879318237,0.9550681114196777,0.2396739274263382,0.11574970185756683,0.2801075577735901,0.961300790309906
0,128,transformer.h.1.mlp.w2.weight,4,mse64_checkerboard,checkerboard,0.02301534079015255,0.17009079456329346,0.9571567177772522,0.22834593057632446,0.11183683574199677,0.22737279534339905,0.9743704199790955
0,128,transformer.h.1.mlp.w2.weight,8,mse64_contiguous,contiguous,0.02365620993077755,0.17403103411197662,0.9568716883659363,0.2359236180782318,0.1121397316455841,0.2194240838289261,0.9760624766349792
0,128,transformer.h.1.mlp.w2.weight,8,mse64_row,row,0.02365620993077755,0.17403103411197662,0.9568716883659363,0.2359236180782318,0.1121397316455841,0.2194240838289261,0.9760624766349792
0,128,transformer.h.1.mlp.w2.weight,8,mse64_column,column,0.02260843850672245,0.17666615545749664,0.9577980637550354,0.23840101063251495,0.11493255198001862,0.24991144239902496,0.9690454602241516
0,128,transformer.h.1.mlp.w2.weight,8,mse64_checkerboard,checkerboard,0.02141825295984745,0.17031176388263702,0.9600457549095154,0.22868739068508148,0.11193733662366867,0.21931932866573334,0.9760773777961731
0,128,transformer.h.1.mlp.c_proj.weight,4,mse64_contiguous,contiguous,0.02449544332921505,0.17888741195201874,0.954439640045166,0.2416532337665558,0.11612281203269958,0.2754593789577484,0.9625357389450073
0,128,transformer.h.1.mlp.c_proj.weight,4,mse64_row,row,0.02449544332921505,0.17888741195201874,0.954439640045166,0.2416532337665558,0.11612281203269958,0.2754593789577484,0.9625357389450073
0,128,transformer.h.1.mlp.c_proj.weight,4,mse64_column,column,0.0259246826171875,0.1757536381483078,0.9533271789550781,0.23938067257404327,0.1121278628706932,0.22600890696048737,0.9747100472450256
0,128,transformer.h.1.mlp.c_proj.weight,4,mse64_checkerboard,checkerboard,0.02431742288172245,0.17827953398227692,0.954809844493866,0.2410329282283783,0.11552742123603821,0.2751246690750122,0.9626124501228333
0,128,transformer.h.1.mlp.c_proj.weight,8,mse64_contiguous,contiguous,0.02354939840734005,0.1789190024137497,0.95633864402771,0.24226544797420502,0.11557386070489883,0.24788892269134521,0.9695548415184021
0,128,transformer.h.1.mlp.c_proj.weight,8,mse64_row,row,0.02354939840734005,0.1789190024137497,0.95633864402771,0.24226544797420502,0.11557386070489883,0.24788892269134521,0.9695548415184021
0,128,transformer.h.1.mlp.c_proj.weight,8,mse64_column,column,0.02421061135828495,0.1758687049150467,0.9560155272483826,0.23929576575756073,0.11244295537471771,0.22105206549167633,0.9757320284843445
0,128,transformer.h.1.mlp.c_proj.weight,8,mse64_checkerboard,checkerboard,0.0236968994140625,0.1785377860069275,0.9564309120178223,0.24151194095611572,0.11556492000818253,0.24803763628005981,0.9695092439651489
0,128,transformer.h.2.attn.c_attn.weight,4,mse64_contiguous,contiguous,0.0170762799680233,0.15465939044952393,0.9658897519111633,0.180478036403656,0.12884126603603363,0.18818728625774384,0.9822684526443481
0,128,transformer.h.2.attn.c_attn.weight,4,mse64_row,row,0.0170762799680233,0.15465939044952393,0.9658897519111633,0.180478036403656,0.12884126603603363,0.18818728625774384,0.9822684526443481
0,128,transformer.h.2.attn.c_attn.weight,4,mse64_column,column,0.49425816535949707,0.5991654396057129,0.4829345941543579,0.9389126300811768,0.25942447781562805,0.23239697515964508,0.9742068648338318
0,128,transformer.h.2.attn.c_attn.weight,4,mse64_checkerboard,checkerboard,0.015941478312015533,0.1519448459148407,0.9674514532089233,0.17603695392608643,0.1278531551361084,0.18723678588867188,0.9824433922767639
0,128,transformer.h.2.attn.c_attn.weight,8,mse64_contiguous,contiguous,0.018007632344961166,0.1595531553030014,0.9651440978050232,0.18796056509017944,0.13114626705646515,0.18685422837734222,0.9825007915496826
0,128,transformer.h.2.attn.c_attn.weight,8,mse64_row,row,0.018007632344961166,0.1595531553030014,0.9651440978050232,0.18796056509017944,0.13114626705646515,0.18685422837734222,0.9825007915496826
0,128,transformer.h.2.attn.c_attn.weight,8,mse64_column,column,0.48370587825775146,0.5921142101287842,0.4933607578277588,0.9491900205612183,0.235044926404953,0.23263299465179443,0.9740397930145264
0,128,transformer.h.2.attn.c_attn.weight,8,mse64_checkerboard,checkerboard,0.016569914296269417,0.15675552189350128,0.9669827818870544,0.18288998305797577,0.130621537566185,0.18661442399024963,0.982558012008667
0,128,transformer.h.2.attn.c_proj.weight,4,mse64_contiguous,contiguous,0.01312934048473835,0.1424759179353714,0.9719134569168091,0.1855955421924591,0.09935864806175232,0.186618372797966,0.9825553297996521
0,128,transformer.h.2.attn.c_proj.weight,4,mse64_row,row,0.01312934048473835,0.1424759179353714,0.9719134569168091,0.1855955421924591,0.09935864806175232,0.186618372797966,0.9825553297996521
0,128,transformer.h.2.attn.c_proj.weight,4,mse64_column,column,0.012600368820130825,0.14230778813362122,0.9725379943847656,0.1847812384366989,0.09983662515878677,0.18682833015918732,0.9825311303138733
0,128,transformer.h.2.attn.c_proj.weight,4,mse64_checkerboard,checkerboard,0.0120713971555233,0.1415727585554123,0.973052442073822,0.18391825258731842,0.09922956675291061,0.18659524619579315,0.982545793056488
0,128,transformer.h.2.attn.c_proj.weight,8,mse64_contiguous,contiguous,0.012736002914607525,0.1466147005558014,0.972707986831665,0.19173993170261383,0.10149192065000534,0.18622073531150818,0.9826278686523438
0,128,transformer.h.2.attn.c_proj.weight,8,mse64_row,row,0.012736002914607525,0.1466147005558014,0.972707986831665,0.19173993170261383,0.10149192065000534,0.18622073531150818,0.9826278686523438
0,128,transformer.h.2.attn.c_proj.weight,8,mse64_column,column,0.012966579757630825,0.14674371480941772,0.9724239706993103,0.19213518500328064,0.10135471075773239,0.18604277074337006,0.9826633930206299
0,128,transformer.h.2.attn.c_proj.weight,8,mse64_checkerboard,checkerboard,0.013956706039607525,0.14788231253623962,0.9714269638061523,0.19379940629005432,0.10196773707866669,0.18605448305606842,0.9826611280441284
0,128,transformer.h.2.mlp.w1.weight,4,mse64_contiguous,contiguous,0.02681477926671505,0.17711614072322845,0.9522601962089539,0.24292537569999695,0.11130824685096741,0.22624178230762482,0.9746291637420654
0,128,transformer.h.2.mlp.w1.weight,4,mse64_row,row,0.02681477926671505,0.17711614072322845,0.9522601962089539,0.24292537569999695,0.11130824685096741,0.22624178230762482,0.9746291637420654
0,128,transformer.h.2.mlp.w1.weight,4,mse64_column,column,0.02564493753015995,0.17914237082004547,0.9532058835029602,0.24357189238071442,0.11471418291330338,0.2660830020904541,0.9649760723114014
0,128,transformer.h.2.mlp.w1.weight,4,mse64_checkerboard,checkerboard,0.02285257913172245,0.1692245453596115,0.9576060175895691,0.22788453102111816,0.11056575924158096,0.22450022399425507,0.9749670624732971
0,128,transformer.h.2.mlp.w1.weight,8,mse64_contiguous,contiguous,0.02667745016515255,0.1792663186788559,0.9530400633811951,0.24624377489089966,0.11229021102190018,0.21977810561656952,0.9759910106658936
0,128,transformer.h.2.mlp.w1.weight,8,mse64_row,row,0.02667745016515255,0.1792663186788559,0.9530400633811951,0.24624377489089966,0.11229021102190018,0.21977810561656952,0.9759910106658936
0,128,transformer.h.2.mlp.w1.weight,8,mse64_column,column,0.0244598388671875,0.17995291948318481,0.9554254412651062,0.2444375455379486,0.11546960473060608,0.24790425598621368,0.9695266485214233
0,128,transformer.h.2.mlp.w1.weight,8,mse64_checkerboard,checkerboard,0.02232869528234005,0.17242996394634247,0.9587308764457703,0.23202134668827057,0.11283981055021286,0.21924284100532532,0.9760795831680298
0,128,transformer.h.2.mlp.w2.weight,4,mse64_contiguous,contiguous,0.0260162353515625,0.1747528463602066,0.9534346461296082,0.23762372136116028,0.11188323050737381,0.22676454484462738,0.9745451211929321
0,128,transformer.h.2.mlp.w2.weight,4,mse64_row,row,0.0260162353515625,0.1747528463602066,0.9534346461296082,0.23762372136116028,0.11188323050737381,0.22676454484462738,0.9745451211929321
0,128,transformer.h.2.mlp.w2.weight,4,mse64_column,column,0.02448018454015255,0.1788964718580246,0.9546422958374023,0.24156267940998077,0.1162315309047699,0.2732425332069397,0.9631274938583374
0,128,transformer.h.2.mlp.w2.weight,4,mse64_checkerboard,checkerboard,0.02207438088953495,0.16829437017440796,0.9586079120635986,0.22502319514751434,0.1115666925907135,0.22681009769439697,0.974473237991333
0,128,transformer.h.2.mlp.w2.weight,8,mse64_contiguous,contiguous,0.02489725686609745,0.17624545097351074,0.9551486968994141,0.23948587477207184,0.11300631612539291,0.22129857540130615,0.975671112537384
0,128,transformer.h.2.mlp.w2.weight,8,mse64_row,row,0.02489725686609745,0.17624545097351074,0.9551486968994141,0.23948587477207184,0.11300631612539291,0.22129857540130615,0.975671112537384
0,128,transformer.h.2.mlp.w2.weight,8,mse64_column,column,0.024444580078125,0.1803589016199112,0.9556422233581543,0.24351169168949127,0.11720743775367737,0.25576117634773254,0.9676324725151062
0,128,transformer.h.2.mlp.w2.weight,8,mse64_checkerboard,checkerboard,0.02290852926671505,0.1722709685564041,0.9584029316902161,0.23156748712062836,0.11297565698623657,0.2208894044160843,0.9757375121116638
0,128,transformer.h.2.mlp.c_proj.weight,4,mse64_contiguous,contiguous,0.024871826171875,0.1793449968099594,0.9540988802909851,0.24308434128761292,0.11560694873332977,0.26766636967658997,0.9646575450897217
0,128,transformer.h.2.mlp.c_proj.weight,4,mse64_row,row,0.024871826171875,0.1793449968099594,0.9540988802909851,0.24308434128761292,0.11560694873332977,0.26766636967658997,0.9646575450897217
0,128,transformer.h.2.mlp.c_proj.weight,4,mse64_column,column,0.02643330954015255,0.17613188922405243,0.9527085423469543,0.2403940111398697,0.11187101900577545,0.22682851552963257,0.9745306968688965
0,128,transformer.h.2.mlp.c_proj.weight,4,mse64_checkerboard,checkerboard,0.02510579489171505,0.17990316450595856,0.9539864659309387,0.24367840588092804,0.11612924188375473,0.2676834166049957,0.9646404385566711
0,128,transformer.h.2.mlp.c_proj.weight,8,mse64_contiguous,contiguous,0.02458699606359005,0.17997021973133087,0.9552513957023621,0.24353402853012085,0.11640770733356476,0.24755309522151947,0.9696298241615295
0,128,transformer.h.2.mlp.c_proj.weight,8,mse64_row,row,0.02458699606359005,0.17997021973133087,0.9552513957023621,0.24353402853012085,0.11640770733356476,0.24755309522151947,0.9696298241615295
0,128,transformer.h.2.mlp.c_proj.weight,8,mse64_column,column,0.0248260498046875,0.17709876596927643,0.9552487730979919,0.241471529006958,0.11272735148668289,0.22058811783790588,0.9758148789405823
0,128,transformer.h.2.mlp.c_proj.weight,8,mse64_checkerboard,checkerboard,0.0244293212890625,0.17991240322589874,0.9555365443229675,0.2438717782497406,0.11595429480075836,0.24711041152477264,0.9697573781013489
0,128,transformer.h.3.attn.c_attn.weight,4,mse64_contiguous,contiguous,0.01802571676671505,0.1575036644935608,0.9644486308097839,0.18433237075805664,0.13067542016506195,0.18864578008651733,0.9821866154670715
0,128,transformer.h.3.attn.c_attn.weight,4,mse64_row,row,0.01802571676671505,0.1575036644935608,0.9644486308097839,0.18433237075805664,0.13067542016506195,0.18864578008651733,0.9821866154670715
0,128,transformer.h.3.attn.c_attn.weight,4,mse64_column,column,0.5381672978401184,0.6285578608512878,0.44361934065818787,0.9717901945114136,0.2853316366672516,0.23379771411418915,0.9740554094314575
0,128,transformer.h.3.attn.c_attn.weight,4,mse64_checkerboard,checkerboard,0.016529224812984467,0.15466833114624023,0.9665000438690186,0.17876246571540833,0.13057464361190796,0.1880914717912674,0.9823044538497925
0,128,transformer.h.3.attn.c_attn.weight,8,mse64_contiguous,contiguous,0.019594546407461166,0.1632714420557022,0.962867796421051,0.19344285130500793,0.13310058414936066,0.18784645199775696,0.9823153614997864
0,128,transformer.h.3.attn.c_attn.weight,8,mse64_row,row,0.019594546407461166,0.1632714420557022,0.962867796421051,0.19344285130500793,0.13310058414936066,0.18784645199775696,0.9823153614997864
0,128,transformer.h.3.attn.c_attn.weight,8,mse64_column,column,0.5171802639961243,0.6151374578475952,0.4631820321083069,0.972845196723938,0.25743624567985535,0.23258455097675323,0.9741879105567932
0,128,transformer.h.3.attn.c_attn.weight,8,mse64_checkerboard,checkerboard,0.018247250467538834,0.16036999225616455,0.9650039076805115,0.18770188093185425,0.13303861021995544,0.18763960897922516,0.9823580384254456
0,128,transformer.h.3.attn.c_proj.weight,4,mse64_contiguous,contiguous,0.0123291015625,0.1429089605808258,0.9729159474372864,0.1861935555934906,0.09962668269872665,0.1860801726579666,0.9826527237892151
0,128,transformer.h.3.attn.c_proj.weight,4,mse64_row,row,0.0123291015625,0.1429089605808258,0.9729159474372864,0.1861935555934906,0.09962668269872665,0.1860801726579666,0.9826527237892151
0,128,transformer.h.3.attn.c_proj.weight,4,mse64_column,column,0.01274956576526165,0.1422542780637741,0.9723423719406128,0.18473106622695923,0.09977979958057404,0.1866195797920227,0.9825524687767029
0,128,transformer.h.3.attn.c_proj.weight,4,mse64_checkerboard,checkerboard,0.012288411147892475,0.14272986352443695,0.9726138710975647,0.18567156791687012,0.09979049861431122,0.18627946078777313,0.9826145172119141
0,128,transformer.h.3.attn.c_proj.weight,8,mse64_contiguous,contiguous,0.013224284164607525,0.14683350920677185,0.9721182584762573,0.19225208461284637,0.10141739994287491,0.18527454137802124,0.9827837944030762
0,128,transformer.h.3.attn.c_proj.weight,8,mse64_row,row,0.013224284164607525,0.14683350920677185,0.9721182584762573,0.19225208461284637,0.10141739994287491,0.18527454137802124,0.9827837944030762
0,128,transformer.h.3.attn.c_proj.weight,8,mse64_column,column,0.0124647356569767,0.14569705724716187,0.9730839133262634,0.19021090865135193,0.1011856198310852,0.18506132066249847,0.9828354716300964
0,128,transformer.h.3.attn.c_proj.weight,8,mse64_checkerboard,checkerboard,0.01299370639026165,0.14650486409664154,0.9725596308708191,0.1915961652994156,0.10141602158546448,0.1851549744606018,0.982805073261261
0,128,transformer.h.3.mlp.w1.weight,4,mse64_contiguous,contiguous,0.0243682861328125,0.17205564677715302,0.9556544423103333,0.23425646126270294,0.10985610634088516,0.2204468995332718,0.9758737087249756
0,128,transformer.h.3.mlp.w1.weight,4,mse64_row,row,0.0243682861328125,0.17205564677715302,0.9556544423103333,0.23425646126270294,0.10985610634088516,0.2204468995332718,0.9758737087249756
0,128,transformer.h.3.mlp.w1.weight,4,mse64_column,column,0.02282206155359745,0.17322178184986115,0.9569093585014343,0.2337520867586136,0.11269272118806839,0.2512090802192688,0.9687477946281433
