seed,update,parameter_id,parameter_name,shape,rank,spectral_gap_at_k,condition_proxy,fraction_of_exact_gain,update_cosine
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",8,0.008905202150344849,67.05708312988281,0.9997452532922079,0.7165659070014954
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",16,0.008058585226535797,74.1019515991211,1.0016562027248277,0.7937777042388916
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",1,0.030293814837932587,3.7734415531158447,1.0,0.9013627767562866
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",2,0.018915392458438873,6.043329238891602,1.0,0.9152708649635315
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",4,0.00801214948296547,14.267325401306152,1.000033488272407,0.9295032620429993
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",8,0.0012307986617088318,92.87622833251953,0.9998468082038713,0.9422398209571838
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",16,0.00090835802257061,125.84458923339844,0.9982519577780571,0.9575251936912537
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",1,0.024096012115478516,4.314635753631592,0.9999974050306076,0.8979731202125549
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",2,0.01720404624938965,6.04308557510376,1.0000256967430985,0.9121174812316895
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",4,0.009541623294353485,10.89599895477295,1.0000345747592732,0.9267237186431885
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",8,0.002502981573343277,41.53667068481445,0.9997551778066854,0.940235435962677
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",16,0.0004920028150081635,211.31082153320312,0.9969578944262488,0.9555605053901672
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",1,0.014336198568344116,19.510547637939453,1.0001929140900945,0.8175167441368103
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",2,0.023622527718544006,11.840691566467285,1.0000855151834938,0.8332822322845459
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",4,0.017286017537117004,16.18111801147461,0.999661013608727,0.8609858155250549
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",8,0.00240500271320343,116.30218505859375,0.9996530613162725,0.8932608366012573
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",16,0.004954829812049866,56.45140075683594,1.000168152251775,0.9246048927307129
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",1,0.06520730257034302,2.2275609970092773,1.0000084544511747,0.5942233204841614
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",2,0.020944196730852127,6.9352498054504395,0.9999993498277694,0.6224470734596252
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",4,0.0065592750906944275,22.14470863342285,1.0000384446062451,0.6579099297523499
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",8,0.0010349079966545105,140.35377502441406,1.0015681823890308,0.7114062905311584
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",16,0.0005934722721576691,244.75152587890625,1.0033702040428714,0.783306360244751
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",1,0.24322232604026794,2.0674526691436768,1.0,0.5735615491867065
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",2,0.0440140962600708,11.424763679504395,0.9999652427791874,0.5988982915878296
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",4,0.025305435061454773,19.87125015258789,0.999859780045881,0.6389186978340149
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",8,0.008087486028671265,62.17638397216797,1.0004369905255575,0.6937313675880432
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",16,0.004071645438671112,123.50060272216797,0.9981023807614354,0.7691318392753601
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",1,0.05252863094210625,2.0809082984924316,1.0000014398329793,0.8590447306632996
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",2,0.007342010736465454,14.887919425964355,0.9999913316343336,0.8726561665534973
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",4,0.004043795168399811,27.030860900878906,1.0000487116189596,0.8898450136184692
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",8,0.002709362655878067,40.34427261352539,0.9992967433857611,0.9120833277702332
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",16,0.00020198896527290344,541.1546630859375,0.997218037325333,0.9364415407180786
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",1,0.0490364246070385,2.0968661308288574,0.9999780389355033,0.8540405035018921
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",2,0.006609968841075897,15.555719375610352,1.0000032531539327,0.8682963252067566
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",4,0.005936093628406525,17.321630477905273,0.9998029147529257,0.8868060111999512
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",8,0.002345360815525055,43.840938568115234,1.000306748656348,0.9095432758331299
0,128,transformer.h.2.mlp.w2.weight,transformer.h.2.mlp.w2.weight,"[1024, 384]",16,0.00021946243941783905,468.5212707519531,1.0016742718898666,0.9338604211807251
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",1,0.05198180675506592,5.111201763153076,1.0000723156736362,0.8009766340255737
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",2,0.03935705125331879,6.750746726989746,0.9999741461381935,0.8212095499038696
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",4,0.01358957588672638,19.55097770690918,1.000126875804784,0.8482664227485657
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",8,0.008768893778324127,30.299089431762695,0.9998844175048818,0.8846282958984375
0,128,transformer.h.2.mlp.c_proj.weight,transformer.h.2.mlp.c_proj.weight,"[384, 1024]",16,0.0024864189326763153,106.85628509521484,0.998596251841476,0.9200347661972046
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",1,0.08298559486865997,1.8281346559524536,1.0,0.5809297561645508
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",2,0.014619175344705582,10.377387046813965,1.0000323079130293,0.6086854934692383
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",4,0.002945180982351303,51.51087188720703,0.999993711354307,0.6514825224876404
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",8,0.0005536340177059174,274.0237121582031,0.9995821057329978,0.7071319818496704
0,128,transformer.h.3.attn.c_attn.weight,transformer.h.3.attn.c_attn.weight,"[1152, 384]",16,0.001488175243139267,101.94286346435547,0.9995689342495118,0.784828782081604
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",1,0.2543903589248657,1.9054558277130127,0.9999992066564696,0.5669470429420471
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",2,0.06049402058124542,8.01285171508789,0.9999820947513205,0.6016676425933838
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",4,0.015129819512367249,32.038028717041016,1.0000692515066325,0.6364234685897827
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",8,0.0021830499172210693,222.04237365722656,0.9994162070924133,0.6917112469673157
0,128,transformer.h.3.attn.c_proj.weight,transformer.h.3.attn.c_proj.weight,"[384, 384]",16,0.002427428960800171,199.6884765625,0.9995157761848351,0.7743012309074402
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",1,0.0503491535782814,2.127310276031494,0.9999944955683822,0.8274416923522949
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",2,0.016946211457252502,6.320484638214111,0.9999959211609355,0.8463649749755859
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",4,0.004862505942583084,22.027381896972656,1.0000550228409524,0.8653826713562012
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",8,0.0006538797169923782,163.8042449951172,1.0007949017480282,0.8917178511619568
0,128,transformer.h.3.mlp.w1.weight,transformer.h.3.mlp.w1.weight,"[1024, 384]",16,0.0006726766005158424,159.22698974609375,1.0000087322343685,0.9234688878059387
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",1,0.059596046805381775,1.9126592874526978,1.000006386421956,0.8157534003257751
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",2,0.014523115009069443,7.848655700683594,1.0,0.8361263871192932
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",4,0.0035182908177375793,32.39838409423828,1.0000980805701019,0.8559991717338562
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",8,0.0010317564010620117,110.47853088378906,0.9999497322595038,0.8840993046760559
0,128,transformer.h.3.mlp.w2.weight,transformer.h.3.mlp.w2.weight,"[1024, 384]",16,0.001004551537334919,113.47046661376953,1.0018955060108763,0.9176648259162903
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",1,0.11388251185417175,2.562216281890869,1.000001438364637,0.8062763810157776
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",2,0.03262852132320404,8.942839622497559,1.0000010694249275,0.8205724358558655
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",4,0.02287161350250244,12.757806777954102,1.000241737021041,0.8496770858764648
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",8,0.0032383352518081665,90.10543823242188,0.999959982115464,0.8854777812957764
0,128,transformer.h.3.mlp.c_proj.weight,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",16,0.0009905360639095306,294.5794982910156,1.0011251523036473,0.9183715581893921
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",1,0.09477373957633972,1.7839124202728271,0.9999200592592975,0.5788551568984985
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",2,0.029358476400375366,5.758747577667236,1.0,0.6223819255828857
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",4,0.005199592560529709,32.5156364440918,0.9998169451157202,0.6641578078269958
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",8,0.0031759291887283325,53.23419952392578,1.0000489506399781,0.7177712917327881
0,128,transformer.h.4.attn.c_attn.weight,transformer.h.4.attn.c_attn.weight,"[1152, 384]",16,0.0011841095983982086,142.78074645996094,1.0021141237342814,0.8023335933685303
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",1,0.27783721685409546,1.8465824127197266,1.0,0.5630497932434082
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",2,0.07478265464305878,6.860538959503174,1.0,0.5967763066291809
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",4,0.025605522096157074,20.036666870117188,1.0000316004062488,0.6379398703575134
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",8,0.013166636228561401,38.965858459472656,1.000116496425847,0.6998476386070251
0,128,transformer.h.4.attn.c_proj.weight,transformer.h.4.attn.c_proj.weight,"[384, 384]",16,0.0028674937784671783,178.9190673828125,1.0012389791717504,0.7919411063194275
0,128,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",1,0.049323536455631256,2.155869245529175,0.9999989579892526,0.7911456227302551
0,128,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",2,0.01984182372689247,5.359139442443848,0.9999879927561004,0.8183320760726929
0,128,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",4,0.005159521475434303,20.609487533569336,1.0001450669100749,0.8436641693115234
0,128,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",8,0.0004386827349662781,242.3963623046875,0.9990170403678642,0.8744858503341675
0,128,transformer.h.4.mlp.w1.weight,transformer.h.4.mlp.w1.weight,"[1024, 384]",16,0.0011808844283223152,90.0469970703125,0.9999100016063864,0.9094340205192566
0,128,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",1,0.03956915810704231,2.391059637069702,1.0,0.7905791401863098
0,128,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",2,0.018326707184314728,5.162532329559326,1.000000766177258,0.8165334463119507
0,128,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",4,0.0041093360632658005,23.023723602294922,0.9999822899663805,0.8397043347358704
0,128,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",8,0.00013549253344535828,698.2836303710938,0.9988851682915272,0.8712911009788513
0,128,transformer.h.4.mlp.w2.weight,transformer.h.4.mlp.w2.weight,"[1024, 384]",16,0.00041463226079940796,228.18344116210938,1.0025172211137514,0.9096546769142151
0,128,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",1,0.14269357919692993,2.1675667762756348,1.0,0.791867733001709
0,128,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",2,0.026781246066093445,11.549046516418457,1.0000525826039846,0.8090437650680542
0,128,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",4,0.024027004837989807,12.872925758361816,0.9999482257260885,0.8434123992919922
0,128,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",8,0.00404810905456543,76.405517578125,1.0010651966921928,0.8764715790748596
0,128,transformer.h.4.mlp.c_proj.weight,transformer.h.4.mlp.c_proj.weight,"[384, 1024]",16,0.0008577629923820496,360.58660888671875,0.9987801812960423,0.9134963154792786
0,128,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",1,0.12004324793815613,1.5828529596328735,1.0,0.5727829933166504
0,128,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",2,0.020780541002750397,9.143689155578613,0.9999768157960083,0.6098703145980835
0,128,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",4,0.005663689225912094,33.548946380615234,0.9998427352463141,0.6584900617599487
0,128,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",8,0.005647270008921623,33.64649200439453,0.9998062264367118,0.7345816493034363
0,128,transformer.h.5.attn.c_attn.weight,transformer.h.5.attn.c_attn.weight,"[1152, 384]",16,0.0006701331585645676,283.5418701171875,0.9994246139813473,0.8210314512252808
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",1,0.48655036091804504,1.47393000125885,1.0,0.5715153217315674
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",2,0.0801590085029602,8.94648265838623,1.0,0.6105799674987793
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",4,0.0176682248711586,40.58931350708008,1.0000047351406065,0.6550909280776978
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",8,0.010599352419376373,67.6589584350586,0.9999635777775469,0.7307469844818115
0,128,transformer.h.5.attn.c_proj.weight,transformer.h.5.attn.c_proj.weight,"[384, 384]",16,0.0005577690899372101,1285.731201171875,1.0011309737433267,0.8196107745170593
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",1,0.0452418215572834,2.319084405899048,0.9999917997760428,0.7656323909759521
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",2,0.019650369882583618,5.339319229125977,0.9999993965295622,0.798984706401825
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",4,0.004944406449794769,21.21985626220703,0.99989676268333,0.8335703611373901
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",8,0.0004111044108867645,255.2139892578125,0.9999027954179476,0.8669857978820801
0,128,transformer.h.5.mlp.w1.weight,transformer.h.5.mlp.w1.weight,"[1024, 384]",16,0.0007827617228031158,134.0377197265625,1.0014485089687886,0.9062166213989258
0,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",1,0.04076945409178734,2.392425775527954,0.9999980738300925,0.7651898860931396
0,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",2,0.018628031015396118,5.236082077026367,1.000024434863406,0.7959974408149719
0,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",4,0.004398982971906662,22.172828674316406,1.000002357592012,0.8297110199928284
0,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",8,0.0012715663760900497,76.7068862915039,1.0000539694136608,0.8656585216522217
0,128,transformer.h.5.mlp.w2.weight,transformer.h.5.mlp.w2.weight,"[1024, 384]",16,0.001159917563199997,84.09037017822266,1.0005137633718622,0.903298556804657
0,128,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",1,0.18397070467472076,1.7930434942245483,1.00000077388659,0.7921504974365234
0,128,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",2,0.01989443600177765,16.580890655517578,0.9999929872476285,0.8086240291595459
0,128,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",4,0.007036663591861725,46.87839126586914,1.0000088990095897,0.8356937766075134
0,128,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",8,0.0054375603795051575,60.66461181640625,1.0004109602884357,0.8744471669197083
0,128,transformer.h.5.mlp.c_proj.weight,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",16,0.002303745597600937,143.1874542236328,1.0003073159986444,0.9151568412780762
0,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",1,0.009209975600242615,19.819913864135742,1.0000106851020294,0.6337565779685974
0,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",2,0.08118793368339539,2.2483749389648438,0.9999948772689696,0.6822118759155273
0,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",4,0.018331676721572876,9.957677841186523,0.9998613319686911,0.7279478311538696
0,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",8,0.0042596012353897095,42.8539924621582,0.9999299477082135,0.774604082107544
0,512,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",16,0.0016287807375192642,112.07212829589844,0.9975074613233141,0.8299797773361206
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",1,0.11613306403160095,4.649343490600586,0.9999985144161061,0.5992729067802429
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",2,0.17167770862579346,3.1450939178466797,1.0,0.6452690362930298
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",4,0.043083906173706055,12.532347679138184,0.999939046309926,0.6833325624465942
0,512,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",8,0.016611650586128235,32.50384521484375,0.9997916581518982,0.7384923696517944
