seed,update,parameter_id,parameter_name,shape,rank_label,rank,raw_relative_l2,raw_cosine,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio,update_cosine_gain_vs_direct
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_25,1,0.18665871024131775,0.9826973080635071,1.0052165985107422,0.41568684577941895,0.9146336317062378,1.0112802982330322,0.41982248425483704,0.9118809700012207,0.999998152256012,0.00012058019638061523
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_50,5,0.18649359047412872,0.9828226566314697,1.0091259479522705,0.41521769762039185,0.9147695899009705,1.0106792449951172,0.4198214113712311,0.9118813276290894,0.9999983310699463,0.00025653839111328125
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_75,29,0.1859658807516098,0.9830124378204346,1.012552261352539,0.41469046473503113,0.9149119853973389,1.009895920753479,0.41975507140159607,0.9119080305099487,0.9999995827674866,0.00039893388748168945
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_90,115,0.18178686499595642,0.9838213920593262,1.0143733024597168,0.41140398383140564,0.9160683155059814,1.0078476667404175,0.4180838167667389,0.9126085042953491,0.9999992251396179,0.0015552639961242676
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_1,1,0.22087553143501282,0.9755457639694214,0.9968746900558472,0.5607165098190308,0.8440314531326294,1.0076851844787598,0.5726106762886047,0.8360645174980164,1.0000001192092896,0.00014543533325195312
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_2,2,0.22068384289741516,0.975653886795044,0.9997751712799072,0.5604473352432251,0.8441140055656433,1.0072684288024902,0.572610080242157,0.8360649943351746,0.9999995827674866,0.00022798776626586914
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_4,4,0.22037790715694427,0.9758310317993164,1.0039867162704468,0.560038149356842,0.8442835211753845,1.006907343864441,0.5726090669631958,0.8360654711723328,0.9999998807907104,0.0003975033760070801
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_8,8,0.2200850397348404,0.9760123491287231,1.0079165697097778,0.5596822500228882,0.8443584442138672,1.0061447620391846,0.5726050734519958,0.8360676765441895,1.0,0.0004724264144897461
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_16,16,0.21964389085769653,0.9762564897537231,1.012318730354309,0.5592568516731262,0.8445718884468079,1.0059984922409058,0.5725878477096558,0.8360782861709595,0.9999992251396179,0.0006858706474304199
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_25,2,0.22068384289741516,0.975653886795044,0.9997751712799072,0.5604473352432251,0.8441140055656433,1.0072684288024902,0.572610080242157,0.8360649943351746,0.9999995827674866,0.00022798776626586914
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_50,7,0.2201465368270874,0.9759733080863953,1.007117748260498,0.5597503781318665,0.8443310856819153,1.0062110424041748,0.5726065635681152,0.8360674977302551,0.9999993443489075,0.0004450678825378418
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_75,24,0.21928314864635468,0.9764198064804077,1.014660358428955,0.5589234232902527,0.8445605039596558,1.0047742128372192,0.5725544095039368,0.836097002029419,0.9999995827674866,0.0006744861602783203
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_90,81,0.21653719246387482,0.9771876931190491,1.0192413330078125,0.5570560097694397,0.8451882004737854,1.002173662185669,0.5716040134429932,0.8366392254829407,1.0000016689300537,0.001302182674407959
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_1,1,0.18362121284008026,0.9832545518875122,1.0056099891662598,0.9444230198860168,0.5688366889953613,1.0330629348754883,0.9181689620018005,0.578484296798706,0.9999998807907104,-3.355741500854492e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_2,2,0.18352223932743073,0.9833245873451233,1.007868766784668,0.9444276690483093,0.568818211555481,1.0330312252044678,0.9181684255599976,0.578484296798706,1.0000001192092896,-5.2034854888916016e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_4,4,0.1834302544593811,0.9833952188491821,1.0099760293960571,0.9444297552108765,0.568839967250824,1.0330870151519775,0.9181678891181946,0.5784844160079956,1.000000238418579,-3.0279159545898438e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_8,8,0.1832793802022934,0.9834802150726318,1.0121127367019653,0.9444202780723572,0.568870484828949,1.0331326723098755,0.9181663393974304,0.5784860253334045,0.9999998807907104,2.384185791015625e-07
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_16,16,0.18305794894695282,0.9835774302482605,1.0140514373779297,0.9444124102592468,0.5689120292663574,1.0332103967666626,0.9181584715843201,0.5784935355186462,1.0000003576278687,4.178285598754883e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_25,1,0.18362121284008026,0.9832545518875122,1.0056099891662598,0.9444230198860168,0.5688366889953613,1.0330629348754883,0.9181689620018005,0.578484296798706,0.9999998807907104,-3.355741500854492e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_50,3,0.18346533179283142,0.9833672642707825,1.0091625452041626,0.9444271326065063,0.568855345249176,1.0331140756607056,0.9181681871414185,0.5784843564033508,1.0,-1.4901161193847656e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_75,9,0.18324927985668182,0.9834976196289062,1.0125138759613037,0.9444169998168945,0.5689100027084351,1.0332139730453491,0.9181658029556274,0.5784862637519836,1.0000003576278687,3.975629806518555e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_90,24,0.1828431636095047,0.9836344122886658,1.0146820545196533,0.9443788528442383,0.5687749981880188,1.0328359603881836,0.9181446433067322,0.5785067677497864,1.000000238418579,-9.524822235107422e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_1,1,0.18670229613780975,0.9827210307121277,1.0070940256118774,0.9973792433738708,0.5386187434196472,1.0723540782928467,1.0034310817718506,0.496563583612442,0.9999995827674866,6.330013275146484e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_2,2,0.18663766980171204,0.9827728867530823,1.008691668510437,0.9973951578140259,0.5385887026786804,1.072323203086853,1.0034304857254028,0.4965636730194092,0.9999998807907104,3.325939178466797e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_4,4,0.18652939796447754,0.9828513860702515,1.0108814239501953,0.9974040389060974,0.5386741161346436,1.072513222694397,1.003430962562561,0.49656417965888977,0.9999998807907104,0.00011867284774780273
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_8,8,0.18637602031230927,0.9829427003860474,1.0130774974822998,0.9973952770233154,0.5386208295822144,1.0723882913589478,1.003428339958191,0.49656572937965393,0.9999998807907104,6.538629531860352e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_16,16,0.1861853450536728,0.9830262064933777,1.0146971940994263,0.9974031448364258,0.5386030673980713,1.0723673105239868,1.0034226179122925,0.49657142162323,1.0000004768371582,4.762411117553711e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_25,1,0.18670229613780975,0.9827210307121277,1.0070940256118774,0.9973792433738708,0.5386187434196472,1.0723540782928467,1.0034310817718506,0.496563583612442,0.9999995827674866,6.330013275146484e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_50,2,0.18663766980171204,0.9827728867530823,1.008691668510437,0.9973951578140259,0.5385887026786804,1.072323203086853,1.0034304857254028,0.4965636730194092,0.9999998807907104,3.325939178466797e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_75,8,0.18637602031230927,0.9829427003860474,1.0130774974822998,0.9973952770233154,0.5386208295822144,1.0723882913589478,1.003428339958191,0.49656572937965393,0.9999998807907104,6.538629531860352e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_90,23,0.18595340847969055,0.9830922484397888,1.015419840812683,0.9973616600036621,0.5384151935577393,1.071912407875061,1.0034081935882568,0.49658700823783875,1.0,-0.00014024972915649414
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_1,1,0.1904127299785614,0.9819680452346802,1.0041652917861938,0.4986540675163269,0.8762136101722717,1.0042527914047241,0.5076616406440735,0.8711449503898621,1.000000238418579,0.0001081228256225586
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_2,2,0.19027934968471527,0.9820549488067627,1.0067912340164185,0.49845829606056213,0.8762736320495605,1.0039668083190918,0.5076615810394287,0.8711453080177307,0.9999998807907104,0.00016814470291137695
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_4,4,0.1901610791683197,0.9821342825889587,1.0090404748916626,0.4982641935348511,0.8763764500617981,1.0040090084075928,0.5076609253883362,0.8711451888084412,1.0000005960464478,0.0002709627151489258
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_8,8,0.19007809460163116,0.9821871519088745,1.0104395151138306,0.4981462359428406,0.876433253288269,1.0040112733840942,0.5076579451560974,0.8711462020874023,1.000001072883606,0.00032776594161987305
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_16,16,0.18985609710216522,0.9822795391082764,1.0121781826019287,0.4980121850967407,0.8764775395393372,1.0038286447525024,0.5076457858085632,0.8711540699005127,0.9999993443489075,0.0003720521926879883
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_25,1,0.1904127299785614,0.9819680452346802,1.0041652917861938,0.4986540675163269,0.8762136101722717,1.0042527914047241,0.5076616406440735,0.8711449503898621,1.000000238418579,0.0001081228256225586
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_50,4,0.1901610791683197,0.9821342825889587,1.0090404748916626,0.4982641935348511,0.8763764500617981,1.0040090084075928,0.5076609253883362,0.8711451888084412,1.0000005960464478,0.0002709627151489258
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_75,17,0.1898360550403595,0.9822866320610046,1.012290596961975,0.49799785017967224,0.8764722943305969,1.0037368535995483,0.5076435208320618,0.8711550831794739,0.9999994039535522,0.0003668069839477539
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_90,74,0.18720565736293793,0.9828506708145142,1.0148237943649292,0.49665045738220215,0.8768332600593567,1.0012813806533813,0.5070033073425293,0.8714790344238281,1.000000238418579,0.0007277727127075195
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_1,1,0.19057168066501617,0.9819403886795044,1.0040141344070435,0.5008942484855652,0.8750988841056824,1.0042624473571777,0.5110227465629578,0.8694330453872681,1.0000001192092896,9.500980377197266e-05
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_2,2,0.19048163294792175,0.9820027947425842,1.0061438083648682,0.500733494758606,0.8751495480537415,1.004018783569336,0.511022686958313,0.8694328665733337,1.000000238418579,0.0001456737518310547
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_4,4,0.19036859273910522,0.982076108455658,1.0082608461380005,0.5005555152893066,0.8752386569976807,1.0040274858474731,0.5110223293304443,0.8694339394569397,0.9999995231628418,0.00023478269577026367
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_8,8,0.19027358293533325,0.9821358323097229,1.0098670721054077,0.5004229545593262,0.8752845525741577,1.0038737058639526,0.5110194683074951,0.8694352507591248,0.9999995827674866,0.00028067827224731445
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_16,16,0.19001726806163788,0.9822466373443604,1.0120621919631958,0.5002491474151611,0.8753425478935242,1.0036492347717285,0.5110046863555908,0.8694429397583008,0.9999991059303284,0.00033867359161376953
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_25,2,0.19048163294792175,0.9820027947425842,1.0061438083648682,0.500733494758606,0.8751495480537415,1.004018783569336,0.511022686958313,0.8694328665733337,1.000000238418579,0.0001456737518310547
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_50,4,0.19036859273910522,0.982076108455658,1.0082608461380005,0.5005555152893066,0.8752386569976807,1.0040274858474731,0.5110223293304443,0.8694339394569397,0.9999995231628418,0.00023478269577026367
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_75,18,0.18996183574199677,0.9822664856910706,1.0124207735061646,0.5002046823501587,0.8753334879875183,1.0034047365188599,0.5109996795654297,0.8694453239440918,0.9999994039535522,0.00032961368560791016
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_90,74,0.18731309473514557,0.9828304648399353,1.014809489250183,0.4988722503185272,0.8756868243217468,1.0009485483169556,0.5103510022163391,0.8697765469551086,0.9999998211860657,0.0006829500198364258
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_1,1,0.22953996062278748,0.9734576344490051,0.9906858801841736,0.6285229921340942,0.8005890250205994,0.9902496337890625,0.6359438300132751,0.7977914810180664,0.9999994039535522,6.890296936035156e-05
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_2,2,0.2292689085006714,0.9735960960388184,0.9945269823074341,0.6283426284790039,0.8006144762039185,0.989793062210083,0.6359435319900513,0.7977920174598694,0.999998927116394,9.435415267944336e-05
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_4,4,0.22869698703289032,0.9738785028457642,1.0007609128952026,0.6280845403671265,0.8006750345230103,0.9892522096633911,0.635942280292511,0.7977930903434753,0.9999987483024597,0.00015491247177124023
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_8,8,0.22817125916481018,0.9741631746292114,1.006350040435791,0.6278700232505798,0.8006975650787354,0.9886453151702881,0.6359379887580872,0.797796368598938,0.9999985694885254,0.0001774430274963379
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_16,16,0.22746965289115906,0.9745205044746399,1.0121217966079712,0.6276172995567322,0.8008915185928345,0.9888233542442322,0.635915994644165,0.7978101372718811,0.999998152256012,0.000371396541595459
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_25,2,0.2292689085006714,0.9735960960388184,0.9945269823074341,0.6283426284790039,0.8006144762039185,0.989793062210083,0.6359435319900513,0.7977920174598694,0.999998927116394,9.435415267944336e-05
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_50,6,0.2283816784620285,0.9740484356880188,1.0042215585708618,0.6279468536376953,0.8006978034973145,0.9889082312583923,0.6359405517578125,0.7977942228317261,0.9999986290931702,0.00017768144607543945
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_75,20,0.2272234410047531,0.9746316075325012,1.013577938079834,0.6275569200515747,0.800920844078064,0.9887804985046387,0.6358981728553772,0.7978213429450989,0.999998927116394,0.00040072202682495117
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_90,65,0.22433330118656158,0.9755178093910217,1.019547700881958,0.6262155771255493,0.801366925239563,0.9866322875022888,0.6351457238197327,0.7982985973358154,0.9999992251396179,0.0008468031883239746
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_1,1,0.18795914947986603,0.9824702143669128,1.0063891410827637,0.9996581673622131,0.5308526158332825,1.0610556602478027,0.9713512659072876,0.5282395482063293,0.9999990463256836,8.064508438110352e-05
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_2,2,0.18787896633148193,0.9825303554534912,1.0082361698150635,0.9996547698974609,0.530819833278656,1.060985803604126,0.9713512659072876,0.528239369392395,0.9999995231628418,4.786252975463867e-05
