seed,update,parameter_id,parameter_name,shape,rank_label,kind,struct_danger_mode_count,struct_danger_active_fraction,struct_danger_diagonal_energy,struct_danger_cross_energy,struct_danger_total_associated_energy,struct_danger_fraction_of_error,struct_danger_fraction_of_matrix,quant_error_danger_fraction,quant_error_danger_cross_energy
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_2,structural,143,0.3723958432674408,1.9207414879929274e-05,0.014670116826891899,0.014689324423670769,0.7396196126937866,0.011382341384887695,0.7396197319030762,0.014670118689537048
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_4,structural,143,0.3723958432674408,1.3006801054871175e-05,0.010579579509794712,0.010592586360871792,0.7353926301002502,0.00820789486169815,0.7353926301002502,0.010579579509794712
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_8,structural,143,0.3723958432674408,9.820209925237577e-06,0.007262361701577902,0.007272182032465935,0.7410615682601929,0.0056350077502429485,0.7410615682601929,0.007262361701577902
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_16,structural,143,0.3723958432674408,7.639015166205354e-06,0.004501358140259981,0.004508997313678265,0.7352061867713928,0.0034938943572342396,0.7352061867713928,0.004501358140259981
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_25,structural,143,0.3723958432674408,2.8864757041446865e-05,0.021616792306303978,0.02164565771818161,0.7395111322402954,0.01677260734140873,0.7395110130310059,0.021616792306303978
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_50,structural,143,0.3723958432674408,1.9207414879929274e-05,0.014670116826891899,0.014689324423670769,0.7396196126937866,0.011382341384887695,0.7396197319030762,0.014670118689537048
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_75,structural,143,0.3723958432674408,9.820209925237577e-06,0.007262361701577902,0.007272182032465935,0.7410615682601929,0.0056350077502429485,0.7410615682601929,0.007262361701577902
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_90,structural,143,0.3723958432674408,3.4961212804773822e-06,0.0030246765818446875,0.003028172766789794,0.7404488921165466,0.0023464453406631947,0.7404488921165466,0.0030246765818446875
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_1,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_2,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_4,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_8,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",fixed_16,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_25,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_50,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_75,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",energy_90,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_1,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_2,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_4,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_8,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",fixed_16,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_25,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_50,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_75,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",energy_90,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_1,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_2,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_4,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_8,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",fixed_16,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_25,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_50,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_75,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",energy_90,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_1,structural,195,0.5078125,1.4888477153363056e-06,0.0011772564612329006,0.0011787452967837453,0.6709645390510559,0.015110231004655361,0.6709645390510559,0.0011772564612329006
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_2,structural,195,0.5078125,1.1456415904831374e-06,0.0009392822976224124,0.0009404279408045113,0.6596387624740601,0.012055261991918087,0.6596387028694153,0.0009392822976224124
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_4,structural,195,0.5078125,8.055054081523849e-07,0.0006500692688859999,0.0006508747464977205,0.6581743955612183,0.008343505673110485,0.6581743955612183,0.0006500692688859999
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_8,structural,195,0.5078125,5.008465109312965e-07,0.00044393347343429923,0.00044443432125262916,0.6640556454658508,0.005697164218872786,0.6640556454658508,0.0004439335025381297
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",fixed_16,structural,195,0.5078125,3.2842083896866825e-07,0.00023757273447699845,0.00023790115665178746,0.6552237868309021,0.0030496336985379457,0.6552237272262573,0.00023757273447699845
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_25,structural,195,0.5078125,1.4888477153363056e-06,0.0011772564612329006,0.0011787452967837453,0.6709645390510559,0.015110231004655361,0.6709645390510559,0.0011772564612329006
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_50,structural,195,0.5078125,9.22429876482056e-07,0.000758339767344296,0.0007592621841467917,0.6661534309387207,0.00973291415721178,0.6661534309387207,0.000758339767344296
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_75,structural,195,0.5078125,4.952756853526807e-07,0.0004035843594465405,0.00040407964843325317,0.6624634861946106,0.005179861094802618,0.6624634861946106,0.00040358433034271
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",energy_90,structural,195,0.5078125,2.0659462052208255e-07,0.00016297175898216665,0.00016317835252266377,0.656200110912323,0.0020917686633765697,0.656200110912323,0.00016297175898216665
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_1,structural,156,0.40625,1.6932141079450957e-05,0.014542524702847004,0.014559457078576088,0.8075833916664124,0.016308868303894997,0.8075833320617676,0.01454252190887928
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_2,structural,156,0.40625,1.6461948689538985e-05,0.011746161617338657,0.01176262367516756,0.8044013381004333,0.01317597832530737,0.8044013381004333,0.011746161617338657
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_4,structural,156,0.40625,1.1831036317744292e-05,0.008625252172350883,0.008637082763016224,0.8026871681213379,0.00967488344758749,0.8026872277259827,0.008625253103673458
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_8,structural,156,0.40625,7.780524356348906e-06,0.005604085978120565,0.00561186671257019,0.808289110660553,0.006286168470978737,0.808289110660553,0.005604085978120565
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",fixed_16,structural,156,0.40625,3.928925707441522e-06,0.0031426309142261744,0.0031465599313378334,0.8032455444335938,0.0035246391780674458,0.8032455444335938,0.0031426309142261744
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_25,structural,156,0.40625,1.6932141079450957e-05,0.014542524702847004,0.014559457078576088,0.8075833916664124,0.016308868303894997,0.8075833320617676,0.01454252190887928
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_50,structural,156,0.40625,1.6461948689538985e-05,0.011746161617338657,0.01176262367516756,0.8044013381004333,0.01317597832530737,0.8044013381004333,0.011746161617338657
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_75,structural,156,0.40625,7.780524356348906e-06,0.005604085978120565,0.00561186671257019,0.808289110660553,0.006286168470978737,0.808289110660553,0.005604085978120565
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",energy_90,structural,156,0.40625,3.208809175703209e-06,0.0021983999758958817,0.0022016088478267193,0.8065279126167297,0.0024661461357027292,0.8065279126167297,0.0021983999758958817
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_1,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_2,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_4,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_8,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",fixed_16,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_25,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_50,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_75,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",energy_90,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_1,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_2,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_4,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_8,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",fixed_16,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_25,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_50,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_75,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",energy_90,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_1,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_2,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_4,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_8,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",fixed_16,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_25,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_50,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_75,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",energy_90,structural,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_1,structural,209,0.5442708134651184,1.1653734190986142e-06,0.000831508485134691,0.0008326738607138395,0.780051052570343,0.015788758173584938,0.7800508737564087,0.0008315084269270301
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_2,structural,209,0.5442708134651184,8.374722710868809e-07,0.0006631708820350468,0.0006640083738602698,0.7779672145843506,0.012590605765581131,0.7779672741889954,0.0006631708820350468
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_4,structural,209,0.5442708134651184,6.202055260473571e-07,0.0004847737727686763,0.0004853939753957093,0.7760278582572937,0.009203805588185787,0.7760277390480042,0.0004847737727686763
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_8,structural,209,0.5442708134651184,3.794845042648376e-07,0.0003206528490409255,0.00032103233388625085,0.7723360657691956,0.006087259855121374,0.7723360657691956,0.0003206528490409255
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",fixed_16,structural,209,0.5442708134651184,2.6844239187084895e-07,0.00018322246614843607,0.00018349090532865375,0.7653414011001587,0.0034792658407241106,0.7653414011001587,0.00018322246614843607
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_25,structural,209,0.5442708134651184,1.1653734190986142e-06,0.000831508485134691,0.0008326738607138395,0.780051052570343,0.015788758173584938,0.7800508737564087,0.0008315084269270301
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_50,structural,209,0.5442708134651184,8.374722710868809e-07,0.0006631708820350468,0.0006640083738602698,0.7779672145843506,0.012590605765581131,0.7779672741889954,0.0006631708820350468
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_75,structural,209,0.5442708134651184,3.794845042648376e-07,0.0003206528490409255,0.00032103233388625085,0.7723360657691956,0.006087259855121374,0.7723360657691956,0.0003206528490409255
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",energy_90,structural,209,0.5442708134651184,1.7208130032031477e-07,0.00012664626410696656,0.000126818340504542,0.7669150233268738,0.0024046681355684996,0.7669150233268738,0.00012664626410696656
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",fixed_1,structural,159,0.4140625,1.2660189895541407e-05,0.009740649722516537,0.00975331012159586,0.8196065425872803,0.016068609431385994,0.8196065425872803,0.009740649722516537
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",fixed_2,structural,159,0.4140625,9.561809747538064e-06,0.007949789986014366,0.007959351874887943,0.8225218653678894,0.013113058172166348,0.8225218653678894,0.007949789986014366
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",fixed_4,structural,159,0.4140625,8.369825081899762e-06,0.005775811616331339,0.005784181412309408,0.8181031346321106,0.009529457427561283,0.8181031942367554,0.005775811616331339
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",fixed_8,structural,159,0.4140625,5.354144377633929e-06,0.0037495973519980907,0.003754951525479555,0.8231644034385681,0.006186294835060835,0.8231644034385681,0.0037495973519980907
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",fixed_16,structural,159,0.4140625,3.2172367809835123e-06,0.002139163203537464,0.0021423804573714733,0.8201459050178528,0.0035295786801725626,0.8201459050178528,0.002139163203537464
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",energy_25,structural,159,0.4140625,1.2660189895541407e-05,0.009740649722516537,0.00975331012159586,0.8196065425872803,0.016068609431385994,0.8196065425872803,0.009740649722516537
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",energy_50,structural,159,0.4140625,9.561809747538064e-06,0.007949789986014366,0.007959351874887943,0.8225218653678894,0.013113058172166348,0.8225218653678894,0.007949789986014366
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",energy_75,structural,159,0.4140625,5.354144377633929e-06,0.0037495973519980907,0.003754951525479555,0.8231644034385681,0.006186294835060835,0.8231644034385681,0.0037495973519980907
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",energy_90,structural,159,0.4140625,1.968806373042753e-06,0.0015172420535236597,0.0015192108694463968,0.8173362016677856,0.002502904972061515,0.8173362612724304,0.0015172420535236597
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",fixed_1,structural,28,0.0729166641831398,8.134322371233793e-08,4.77027460874524e-05,4.778408765560016e-05,0.058895181864500046,0.0014060819521546364,0.058895181864500046,4.77027460874524e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",fixed_2,structural,28,0.0729166641831398,5.077900055994178e-08,4.027784598292783e-05,4.0328624891117215e-05,0.05815250799059868,0.0011866994900628924,0.05815250426530838,4.027784234494902e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",fixed_4,structural,28,0.0729166641831398,5.3891625384494546e-08,3.302372351754457e-05,3.3077616535592824e-05,0.05896846950054169,0.0009733331971801817,0.05896846950054169,3.302371987956576e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",fixed_8,structural,28,0.0729166641831398,5.863493157676203e-08,2.413279071333818e-05,2.4191425836761482e-05,0.05882047489285469,0.0007118505309335887,0.05882047861814499,2.4132792532327585e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",fixed_16,structural,28,0.0729166641831398,3.698566075627241e-08,1.5633037037332542e-05,1.567002254887484e-05,0.05812336504459381,0.00046110193943604827,0.05812336504459381,1.5633037037332542e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",energy_25,structural,28,0.0729166641831398,8.134322371233793e-08,4.77027460874524e-05,4.778408765560016e-05,0.058895181864500046,0.0014060819521546364,0.058895181864500046,4.77027460874524e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",energy_50,structural,28,0.0729166641831398,6.512954087156686e-08,3.653262319858186e-05,3.659775393316522e-05,0.05923299118876457,0.0010769158834591508,0.059232983738183975,3.653261956060305e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",energy_75,structural,28,0.0729166641831398,4.494484784345332e-08,1.7865049812826328e-05,1.7909995221998543e-05,0.05783039331436157,0.000527014781255275,0.05783039331436157,1.7865049812826328e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",energy_90,structural,28,0.0729166641831398,1.523648940349176e-08,6.794321507186396e-06,6.809557817177847e-06,0.05742016062140465,0.00020037624926771969,0.05742016062140465,6.794321507186396e-06
