seed,update,parameter_id,parameter_name,shape,effective_rank,total_residual_energy,projected_residual_energy,unresolved_residual_energy,raw_relative_l2,raw_cosine,baseline_update_cosine,baseline_update_relative_l2,baseline_polar_cosine,baseline_polar_relative_l2,interaction,readout,update_cosine_gain,sum_single_gains,interaction_term
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",384,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.22116975486278534,0.9754047393798828,0.8438860177993774,0.5611579418182373,0.8360643982887268,0.5726109147071838,MM_plus_M_to_T,production,0.0020710229873657227,0.0020951032638549805,-2.4080276489257812e-05
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",384,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.22116975486278534,0.9754047393798828,0.8438860177993774,0.5611579418182373,0.8360643982887268,0.5726109147071838,MM_plus_M_to_T,polar,0.002727985382080078,0.0027689337730407715,-4.094839096069336e-05
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",384,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.22116975486278534,0.9754047393798828,0.8438860177993774,0.5611579418182373,0.8360643982887268,0.5726109147071838,MM_plus_H_to_M,production,0.0011353492736816406,0.0011364221572875977,-1.0728836059570312e-06
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",384,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.22116975486278534,0.9754047393798828,0.8438860177993774,0.5611579418182373,0.8360643982887268,0.5726109147071838,MM_plus_H_to_M,polar,0.001557767391204834,0.0015593767166137695,-1.6093254089355469e-06
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",384,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.22116975486278534,0.9754047393798828,0.8438860177993774,0.5611579418182373,0.8360643982887268,0.5726109147071838,diag_plus_M_to_T,production,0.005596518516540527,0.0055043697357177734,9.21487808227539e-05
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",384,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.22116975486278534,0.9754047393798828,0.8438860177993774,0.5611579418182373,0.8360643982887268,0.5726109147071838,diag_plus_M_to_T,polar,0.0056795477867126465,0.00567018985748291,9.357929229736328e-06
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",384,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.18376359343528748,0.9831402897834778,0.5688702464103699,0.9444178342819214,0.5784841775894165,0.9181689023971558,MM_plus_M_to_T,production,0.005461990833282471,0.0044939517974853516,0.0009680390357971191
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",384,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.18376359343528748,0.9831402897834778,0.5688702464103699,0.9444178342819214,0.5784841775894165,0.9181689023971558,MM_plus_M_to_T,polar,0.004980802536010742,0.004356682300567627,0.0006241202354431152
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",384,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.18376359343528748,0.9831402897834778,0.5688702464103699,0.9444178342819214,0.5784841775894165,0.9181689023971558,MM_plus_H_to_M,production,0.004100441932678223,0.004091203212738037,9.238719940185547e-06
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",384,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.18376359343528748,0.9831402897834778,0.5688702464103699,0.9444178342819214,0.5784841775894165,0.9181689023971558,MM_plus_H_to_M,polar,0.0035071969032287598,0.003483116626739502,2.4080276489257812e-05
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",384,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.18376359343528748,0.9831402897834778,0.5688702464103699,0.9444178342819214,0.5784841775894165,0.9181689023971558,diag_plus_M_to_T,production,0.004502058029174805,0.002955496311187744,0.0015465617179870605
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",384,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.18376359343528748,0.9831402897834778,0.5688702464103699,0.9444178342819214,0.5784841775894165,0.9181689023971558,diag_plus_M_to_T,polar,0.004512608051300049,0.003219008445739746,0.0012935996055603027
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",384,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.18688231706619263,0.9825795888900757,0.5385554432868958,0.9973449110984802,0.4965636730194092,1.0034310817718506,MM_plus_M_to_T,production,0.012756109237670898,0.010487616062164307,0.002268493175506592
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",384,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.18688231706619263,0.9825795888900757,0.5385554432868958,0.9973449110984802,0.4965636730194092,1.0034310817718506,MM_plus_M_to_T,polar,0.008177757263183594,0.006500899791717529,0.0016768574714660645
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",384,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.18688231706619263,0.9825795888900757,0.5385554432868958,0.9973449110984802,0.4965636730194092,1.0034310817718506,MM_plus_H_to_M,production,0.0051544904708862305,0.005055785179138184,9.870529174804688e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",384,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.18688231706619263,0.9825795888900757,0.5385554432868958,0.9973449110984802,0.4965636730194092,1.0034310817718506,MM_plus_H_to_M,polar,0.003546297550201416,0.0035841166973114014,-3.781914710998535e-05
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",384,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.18688231706619263,0.9825795888900757,0.5385554432868958,0.9973449110984802,0.4965636730194092,1.0034310817718506,diag_plus_M_to_T,production,0.011427104473114014,0.00788348913192749,0.0035436153411865234
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",384,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.18688231706619263,0.9825795888900757,0.5385554432868958,0.9973449110984802,0.4965636730194092,1.0034310817718506,diag_plus_M_to_T,polar,0.007554113864898682,0.004964888095855713,0.0025892257690429688
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",384,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.19061550498008728,0.9818563461303711,0.8761054873466492,0.4990176558494568,0.8711448907852173,0.5076614618301392,MM_plus_M_to_T,production,0.0015025138854980469,0.0015153288841247559,-1.2814998626708984e-05
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",384,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.19061550498008728,0.9818563461303711,0.8761054873466492,0.4990176558494568,0.8711448907852173,0.5076614618301392,MM_plus_M_to_T,polar,0.0018677115440368652,0.0018976926803588867,-2.9981136322021484e-05
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",384,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.19061550498008728,0.9818563461303711,0.8761054873466492,0.4990176558494568,0.8711448907852173,0.5076614618301392,MM_plus_H_to_M,production,0.0007230639457702637,0.0007290840148925781,-6.020069122314453e-06
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",384,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.19061550498008728,0.9818563461303711,0.8761054873466492,0.4990176558494568,0.8711448907852173,0.5076614618301392,MM_plus_H_to_M,polar,0.0009652972221374512,0.0009671449661254883,-1.8477439880371094e-06
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",384,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.19061550498008728,0.9818563461303711,0.8761054873466492,0.4990176558494568,0.8711448907852173,0.5076614618301392,diag_plus_M_to_T,production,0.0046065449714660645,0.004516899585723877,8.96453857421875e-05
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",384,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.19061550498008728,0.9818563461303711,0.8761054873466492,0.4990176558494568,0.8711448907852173,0.5076614618301392,diag_plus_M_to_T,polar,0.004517972469329834,0.004516243934631348,1.7285346984863281e-06
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",384,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.19078850746154785,0.9818306565284729,0.8750038743019104,0.5012667179107666,0.8694328665733337,0.5110229253768921,MM_plus_M_to_T,production,0.0015393495559692383,0.0015558600425720215,-1.6510486602783203e-05
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",384,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.19078850746154785,0.9818306565284729,0.8750038743019104,0.5012667179107666,0.8694328665733337,0.5110229253768921,MM_plus_M_to_T,polar,0.001957118511199951,0.001982450485229492,-2.5331974029541016e-05
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",384,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.19078850746154785,0.9818306565284729,0.8750038743019104,0.5012667179107666,0.8694328665733337,0.5110229253768921,MM_plus_H_to_M,production,0.0007029175758361816,0.0007042884826660156,-1.3709068298339844e-06
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",384,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.19078850746154785,0.9818306565284729,0.8750038743019104,0.5012667179107666,0.8694328665733337,0.5110229253768921,MM_plus_H_to_M,polar,0.0009401440620422363,0.0009405016899108887,-3.5762786865234375e-07
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",384,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.19078850746154785,0.9818306565284729,0.8750038743019104,0.5012667179107666,0.8694328665733337,0.5110229253768921,diag_plus_M_to_T,production,0.004449725151062012,0.004362702369689941,8.702278137207031e-05
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",384,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.19078850746154785,0.9818306565284729,0.8750038743019104,0.5012667179107666,0.8694328665733337,0.5110229253768921,diag_plus_M_to_T,polar,0.0044844746589660645,0.004459261894226074,2.5212764739990234e-05
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.2299676388502121,0.9732839465141296,0.800520122051239,0.6287871599197388,0.7977912425994873,0.6359438300132751,MM_plus_M_to_T,production,0.0036319494247436523,0.003717660903930664,-8.571147918701172e-05
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.2299676388502121,0.9732839465141296,0.800520122051239,0.6287871599197388,0.7977912425994873,0.6359438300132751,MM_plus_M_to_T,polar,0.004002690315246582,0.004114508628845215,-0.00011181831359863281
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.2299676388502121,0.9732839465141296,0.800520122051239,0.6287871599197388,0.7977912425994873,0.6359438300132751,MM_plus_H_to_M,production,0.0019491314888000488,0.0019511580467224121,-2.0265579223632812e-06
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.2299676388502121,0.9732839465141296,0.800520122051239,0.6287871599197388,0.7977912425994873,0.6359438300132751,MM_plus_H_to_M,polar,0.0024045705795288086,0.0024037957191467285,7.748603820800781e-07
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.2299676388502121,0.9732839465141296,0.800520122051239,0.6287871599197388,0.7977912425994873,0.6359438300132751,diag_plus_M_to_T,production,0.008567273616790771,0.008352220058441162,0.00021505355834960938
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.2299676388502121,0.9732839465141296,0.800520122051239,0.6287871599197388,0.7977912425994873,0.6359438300132751,diag_plus_M_to_T,polar,0.007674992084503174,0.007695555686950684,-2.0563602447509766e-05
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",384,0.0018664991948753595,0.0014591595390811563,0.0004073396557942033,0.18812666833400726,0.9823247194290161,0.5307719707489014,0.9996792078018188,0.5282394289970398,0.9713510870933533,MM_plus_M_to_T,production,0.0057433247566223145,0.004668176174163818,0.001075148582458496
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",384,0.0018664991948753595,0.0014591595390811563,0.0004073396557942033,0.18812666833400726,0.9823247194290161,0.5307719707489014,0.9996792078018188,0.5282394289970398,0.9713510870933533,MM_plus_M_to_T,polar,0.004018127918243408,0.003177821636199951,0.000840306282043457
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",384,0.0018664991948753595,0.0014591595390811563,0.0004073396557942033,0.18812666833400726,0.9823247194290161,0.5307719707489014,0.9996792078018188,0.5282394289970398,0.9713510870933533,MM_plus_H_to_M,production,0.005124509334564209,0.005028665065765381,9.584426879882812e-05
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",384,0.0018664991948753595,0.0014591595390811563,0.0004073396557942033,0.18812666833400726,0.9823247194290161,0.5307719707489014,0.9996792078018188,0.5282394289970398,0.9713510870933533,MM_plus_H_to_M,polar,0.0036453604698181152,0.0035617947578430176,8.356571197509766e-05
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",384,0.0018664991948753595,0.0014591595390811563,0.0004073396557942033,0.18812666833400726,0.9823247194290161,0.5307719707489014,0.9996792078018188,0.5282394289970398,0.9713510870933533,diag_plus_M_to_T,production,0.004464209079742432,0.002760589122772217,0.0017036199569702148
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",384,0.0018664991948753595,0.0014591595390811563,0.0004073396557942033,0.18812666833400726,0.9823247194290161,0.5307719707489014,0.9996792078018188,0.5282394289970398,0.9713510870933533,diag_plus_M_to_T,polar,0.0032096505165100098,0.0017876029014587402,0.0014220476150512695
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,0.022479094564914703,0.022479094564914703,0.0,0.1924431174993515,0.9815079569816589,0.5080125331878662,1.04104483127594,0.4627090096473694,1.036620855331421,MM_plus_M_to_T,production,0.014605700969696045,0.012006402015686035,0.0025992989540100098
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,0.022479094564914703,0.022479094564914703,0.0,0.1924431174993515,0.9815079569816589,0.5080125331878662,1.04104483127594,0.4627090096473694,1.036620855331421,MM_plus_M_to_T,polar,0.008978724479675293,0.008840978145599365,0.00013774633407592773
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,0.022479094564914703,0.022479094564914703,0.0,0.1924431174993515,0.9815079569816589,0.5080125331878662,1.04104483127594,0.4627090096473694,1.036620855331421,MM_plus_H_to_M,production,0.006323516368865967,0.006289124488830566,3.439188003540039e-05
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,0.022479094564914703,0.022479094564914703,0.0,0.1924431174993515,0.9815079569816589,0.5080125331878662,1.04104483127594,0.4627090096473694,1.036620855331421,MM_plus_H_to_M,polar,0.004594951868057251,0.0044626593589782715,0.0001322925090789795
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,0.022479094564914703,0.022479094564914703,0.0,0.1924431174993515,0.9815079569816589,0.5080125331878662,1.04104483127594,0.4627090096473694,1.036620855331421,diag_plus_M_to_T,production,0.013804793357849121,0.010478377342224121,0.003326416015625
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,0.022479094564914703,0.022479094564914703,0.0,0.1924431174993515,0.9815079569816589,0.5080125331878662,1.04104483127594,0.4627090096473694,1.036620855331421,diag_plus_M_to_T,polar,0.008710891008377075,0.007665157318115234,0.0010457336902618408
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",384,0.0012361218687146902,0.0005995879182592034,0.0006365339504554868,0.19071868062019348,0.9818148612976074,0.8176477551460266,0.5978707075119019,0.8237305879592896,0.5937591791152954,MM_plus_M_to_T,production,0.003081977367401123,0.0030045509338378906,7.742643356323242e-05
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",384,0.0012361218687146902,0.0005995879182592034,0.0006365339504554868,0.19071868062019348,0.9818148612976074,0.8176477551460266,0.5978707075119019,0.8237305879592896,0.5937591791152954,MM_plus_M_to_T,polar,0.0027391910552978516,0.002732515335083008,6.67572021484375e-06
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",384,0.0012361218687146902,0.0005995879182592034,0.0006365339504554868,0.19071868062019348,0.9818148612976074,0.8176477551460266,0.5978707075119019,0.8237305879592896,0.5937591791152954,MM_plus_H_to_M,production,0.001378178596496582,0.0013819336891174316,-3.7550926208496094e-06
0,128,transformer.h.2.mlp.w1.weight,transformer.h.2.mlp.w1.weight,"[1024, 384]",384,0.0012361218687146902,0.0005995879182592034,0.0006365339504554868,0.19071868062019348,0.9818148612976074,0.8176477551460266,0.5978707075119019,0.8237305879592896,0.5937591791152954,MM_plus_H_to_M,polar,0.00134199857711792,0.0013455748558044434,-3.5762786865234375e-06
