seed,update,parameter_id,shape,selection_reason,kind,band,epsilon,actual_relative_frobenius,target_relative_frobenius,theta,invalid_construction,raw_relative_l2,raw_cosine,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,singular_value_max_abs_error
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,head,0.0025,0.0025000590831041336,0.0025,,False,0.002500054659321904,0.9999977350234985,1.0013681650161743,0.00295817106962204,0.9999964833259583,0.9986886382102966,0.00017651356756687164
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,tail,0.0025,0.0025000148452818394,0.0025,,False,0.002500013215467334,0.9999971389770508,1.0005509853363037,0.007524540647864342,0.9999721050262451,1.0008795261383057,0.00016674958169460297
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,head,0.005,0.005000054836273193,0.005,,False,0.005000045523047447,0.9999913573265076,1.002740502357483,0.0059536416083574295,0.9999857544898987,0.9973588585853577,0.0003530345857143402
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,tail,0.005,0.005000007804483175,0.005,,False,0.005000004544854164,0.9999881982803345,1.0011076927185059,0.014847662299871445,0.9998912215232849,1.001620888710022,0.0003335028886795044
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,head,0.01,0.010000044479966164,0.01,,False,0.01000002771615982,0.9999654293060303,1.0054980516433716,0.01205154787749052,0.9999414086341858,0.9946521520614624,0.000706082209944725
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,tail,0.01,0.009999994188547134,0.01,,False,0.009999986737966537,0.9999525547027588,1.0022389888763428,0.02863168716430664,0.9995946288108826,1.00263512134552,0.0006670108996331692
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,head,0.02,0.020000025629997253,0.02,,False,0.019999990239739418,0.9998628497123718,1.011064887046814,0.024623822420835495,0.999753475189209,0.989108145236969,0.001412147656083107
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,tail,0.02,0.019999966025352478,0.02,,False,0.019999949261546135,0.9998114109039307,1.0045720338821411,0.05197964981198311,0.998656690120697,1.0027575492858887,0.0013340143486857414
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,head,0.05,0.049999892711639404,0.05,,False,0.04999988526105881,0.9991701245307922,1.0281683206558228,0.0636114701628685,0.9982999563217163,0.9728202819824219,0.003530353307723999
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,singular_value_only,tail,0.05,0.049999892711639404,0.05,,False,0.049999840557575226,0.9988377690315247,1.0121325254440308,0.10102928429841995,0.9949029088020325,1.0011074542999268,0.003335039597004652
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,head,0.0025,0.002499894006177783,0.0025,,False,0.0024998937733471394,0.9999973177909851,1.000988483428955,0.001395731931552291,0.9999990463256836,0.9999139904975891,0.001073308289051056
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,tail,0.0025,0.00250000087544322,0.0025,,False,0.002500000176951289,0.9999969005584717,1.000104308128357,0.06997281312942505,0.9978132247924805,1.0207802057266235,0.00017971608031075448
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,head,0.005,0.004999891854822636,0.005,,False,0.004999890457838774,0.9999894499778748,1.0019822120666504,0.0027850770857185125,0.9999961256980896,0.9998254179954529,0.0021466538310050964
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,tail,0.005,0.0049999975599348545,0.005,,False,0.004999999422580004,0.9999874830245972,1.0002148151397705,0.13839510083198547,0.9917857646942139,1.0446261167526245,0.00035943364491686225
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,head,0.01,0.009999881498515606,0.01,,False,0.009999885223805904,0.9999581575393677,1.0039852857589722,0.00547699024900794,0.9999849796295166,0.9996347427368164,0.004293300211429596
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,tail,0.01,0.009999996051192284,0.01,,False,0.009999995119869709,0.999950110912323,1.0004545450210571,0.2689950466156006,0.9715338349342346,1.098955512046814,0.0007175914361141622
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,head,0.02,0.01999988593161106,0.02,,False,0.019999880343675613,0.9998338222503662,1.0080541372299194,0.010269629769027233,0.9999476075172424,0.9991816878318787,0.008586563169956207
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,tail,0.02,0.019999997690320015,0.02,,False,0.019999992102384567,0.9998008608818054,1.0010087490081787,0.4952062964439392,0.9182628989219666,1.215644359588623,0.0014320906484499574
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,head,0.05,0.04999985918402672,0.05,,False,0.04999985545873642,0.9989863634109497,1.0207511186599731,0.02161545678973198,0.9997689723968506,0.9975572228431702,0.021466463804244995
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,singular_value_only,tail,0.05,0.04999998211860657,0.05,,False,0.04999998211860657,0.9987595081329346,1.003267765045166,0.7820459008216858,0.8287206888198853,1.374956727027893,0.0032452933955937624
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,head,0.0025,0.002500018337741494,0.0025,,False,0.002500017872080207,0.9999974370002747,1.0010972023010254,0.003458182793110609,0.9999939799308777,0.9997344017028809,8.141715079545975e-05
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,tail,0.0025,0.002500015776604414,0.0025,,False,0.0025000167079269886,0.999997079372406,1.0004138946533203,0.01482943445444107,0.9999048113822937,0.9944864511489868,3.9757287595421076e-05
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,head,0.005,0.005000010132789612,0.005,,False,0.005000010132789612,0.9999900460243225,1.0021990537643433,0.006828527431935072,0.9999766945838928,0.9995112419128418,0.00016283942386507988
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,tail,0.005,0.005000009201467037,0.005,,False,0.0050000096671283245,0.9999880194664001,1.000833511352539,0.02969731017947197,0.999613344669342,0.9891910552978516,7.95156229287386e-05
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,head,0.01,0.00999999325722456,0.01,,False,0.009999992325901985,0.9999599456787109,1.0044180154800415,0.013250305317342281,0.9999123811721802,0.9992004632949829,0.0003256881609559059
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,tail,0.01,0.009999992325901985,0.01,,False,0.009999995119869709,0.9999516010284424,1.0016911029815674,0.058906156569719315,0.9984398484230042,0.979680061340332,0.00015903107123449445
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,head,0.02,0.01999996230006218,0.02,,False,0.01999996230006218,0.9998412728309631,1.0089154243469238,0.024565404281020164,0.9996983408927917,0.9991375803947449,0.0006513861007988453
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,tail,0.02,0.01999995857477188,0.02,,False,0.01999996416270733,0.9998067617416382,1.003478765487671,0.11081505566835403,0.9942139983177185,0.9669821858406067,0.0003180612693540752
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,head,0.05,0.049999918788671494,0.05,,False,0.049999870359897614,0.9990337491035461,1.0228759050369263,0.047510161995887756,0.9988785982131958,1.0028542280197144,0.0016284692101180553
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,singular_value_only,tail,0.05,0.04999988526105881,0.05,,False,0.04999987781047821,0.998805582523346,1.009417176246643,0.1691458523273468,0.9856069684028625,0.9800013303756714,0.0007951543084345758
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,head,0.0025,0.0024999282322824,0.0025,,False,0.002499929629266262,0.9999974966049194,1.001017689704895,0.00318320794031024,0.9999949932098389,1.0002107620239258,0.00034222565591335297
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,tail,0.0025,0.002499994821846485,0.0025,,False,0.0024999952875077724,0.9999969601631165,1.000190019607544,0.05423307046294212,0.9986469745635986,1.014030933380127,0.00011211529636057094
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,head,0.005,0.004999921191483736,0.005,,False,0.004999929573386908,0.9999896287918091,1.0020407438278198,0.0063120038248598576,0.9999802708625793,1.0003995895385742,0.0006844270974397659
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,tail,0.005,0.004999990575015545,0.005,,False,0.004999991971999407,0.9999876022338867,1.000386357307434,0.10654529184103012,0.9949020147323608,1.0292797088623047,0.00022423244081437588
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,head,0.01,0.009999911300837994,0.01,,False,0.009999924339354038,0.9999586343765259,1.0041022300720215,0.012321059592068195,0.99992436170578,1.0006965398788452,0.0013688653707504272
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,tail,0.01,0.009999987669289112,0.01,,False,0.009999992325901985,0.9999504089355469,1.0007977485656738,0.20412307977676392,0.9821727275848389,1.0617318153381348,0.00044846415403299034
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,head,0.02,0.019999898970127106,0.02,,False,0.019999925047159195,0.999835729598999,1.008286952972412,0.022918161004781723,0.9997380375862122,1.0008831024169922,0.0027377158403396606
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,tail,0.02,0.01999998837709427,0.02,,False,0.019999990239739418,0.9998018145561218,1.0016947984695435,0.3635674715042114,0.9478389620780945,1.1227095127105713,0.0008969286573119462
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,head,0.05,0.049999866634607315,0.05,,False,0.04999990016222,0.998998761177063,1.0213258266448975,0.04381638392806053,0.9990403056144714,0.9978411197662354,0.006844278424978256
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,singular_value_only,tail,0.05,0.04999992623925209,0.05,,False,0.04999997839331627,0.9987684488296509,1.0049784183502197,0.5044745802879333,0.8962609767913818,1.136631965637207,0.002242322312667966
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,head,0.0025,0.0024999594315886497,0.0025,,False,0.0024999610614031553,0.9999976754188538,1.0013471841812134,0.0030164660420268774,0.9999961853027344,0.9987092614173889,0.000186065211892128
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,tail,0.0025,0.0024999871384352446,0.0025,,False,0.0024999878369271755,0.9999970197677612,1.0005426406860352,0.007609928958117962,0.9999715089797974,1.0009870529174805,0.00016859639436006546
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,head,0.005,0.004999955650418997,0.005,,False,0.004999953787773848,0.9999910593032837,1.0026987791061401,0.006069939583539963,0.999984860420227,0.9974012970924377,0.0003721211105585098
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,tail,0.005,0.004999979864805937,0.005,,False,0.004999980330467224,0.9999880790710449,1.0010913610458374,0.015157284215092659,0.9998869299888611,1.0018595457077026,0.00033720023930072784
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,head,0.01,0.009999937377870083,0.01,,False,0.009999938309192657,0.9999648332595825,1.0054153203964233,0.012282632291316986,0.9999379515647888,0.9947424530982971,0.0007442198693752289
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,tail,0.01,0.009999962523579597,0.01,,False,0.009999966248869896,0.9999524354934692,1.002206802368164,0.029761366546154022,0.9995635747909546,1.0031814575195312,0.0006744014099240303
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,head,0.02,0.019999910145998,0.02,,False,0.01999991200864315,0.9998608827590942,1.0109007358551025,0.02506943605840206,0.9997401237487793,0.9893141984939575,0.0014884378761053085
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,tail,0.02,0.019999930635094643,0.02,,False,0.01999993994832039,0.999811053276062,1.004508376121521,0.05537571758031845,0.9984799027442932,1.0038357973098755,0.001348806545138359
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,head,0.05,0.04999980330467224,0.05,,False,0.04999982938170433,0.9991587400436401,1.0277650356292725,0.06436249613761902,0.9982303380966187,0.973606288433075,0.003721112385392189
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,singular_value_only,tail,0.05,0.04999987408518791,0.05,,False,0.04999985918402672,0.9988356232643127,1.0119746923446655,0.10209294408559799,0.9947803616523743,0.998110830783844,0.0033720266073942184
