seed,update,parameter_id,shape,selection_reason,kind,band,epsilon,actual_relative_frobenius,target_relative_frobenius,theta,invalid_construction,raw_relative_l2,raw_cosine,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,singular_value_max_abs_error,tail_head_update_error_ratio
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,tail,0.0025,0.002499999478459358,0.0025,0.13642660528421255,False,0.002499995520338416,0.9999969005584717,1.0000001192092896,0.006853081285953522,0.9999765157699585,0.9999998807907104,1.043081283569336e-07,4.5767971410722845
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,head,0.005,0.004999998956918716,0.005,0.05611809901892624,False,0.004999998025596142,0.9999876022338867,1.0,0.0029946521390229464,0.9999955296516418,0.9999998807907104,8.940696716308594e-08,4.576884672000702
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,tail,0.005,0.004999999888241291,0.005,0.27285681664944195,False,0.004999998025596142,0.9999876022338867,1.0000001192092896,0.013706177473068237,0.9999061226844788,0.9999998807907104,1.043081283569336e-07,4.576884672000702
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,head,0.01,0.009999998845160007,0.01,0.11223612353205367,False,0.009999996982514858,0.9999499320983887,1.0000001192092896,0.005989259574562311,0.9999821186065674,0.9999998807907104,8.940696716308594e-08,4.576919455595651
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,tail,0.01,0.009999999776482582,0.01,0.5457393825054202,False,0.009999995119869709,0.9999499320983887,1.0000001192092896,0.027412358671426773,0.9996242523193359,1.0,1.1920928955078125e-07,4.576919455595651
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,head,0.02,0.019999997690320015,0.02,0.22447698563336835,False,0.02000000700354576,0.9998000860214233,1.0000001192092896,0.0119784502312541,0.9999282360076904,1.0,5.960464477539063e-08,4.576938324862618
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,tail,0.02,0.019999997690320015,0.02,1.0916833281517,False,0.01999996230006218,0.9998000860214233,1.0000001192092896,0.05482462793588638,0.9984971284866333,1.0,1.1920928955078125e-07,4.576938324862618
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,head,0.05,0.04999999701976776,0.05,0.5612855851650194,False,0.05000002309679985,0.9987500905990601,1.0,0.02994544804096222,0.9995517134666443,0.9999998807907104,5.960464477539063e-08,4.5770412593519625
0,1024,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,equal_energy_rotation,tail,0.05,0.04999999701976776,0.05,2.732831120491026,False,0.049999937415122986,0.9987500309944153,1.0000001192092896,0.13706155121326447,0.9906071424484253,1.0,8.940696716308594e-08,4.5770412593519625
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,head,0.0025,0.002499999478459358,0.0025,0.03630904294549918,False,0.002499994123354554,0.9999969601631165,1.000000238418579,0.0018786781001836061,0.9999983310699463,0.9999998807907104,5.587935447692871e-08,3.020158607268114
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,tail,0.0025,0.0024999999441206455,0.0025,0.11275732144713937,False,0.0024999978486448526,0.9999969601631165,1.000000238418579,0.005673905834555626,0.9999839663505554,1.0,8.940696716308594e-08,3.020158607268114
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,head,0.005,0.004999999888241291,0.005,0.07261869683861752,False,0.004999994300305843,0.9999876022338867,1.000000238418579,0.0037573743611574173,0.9999930262565613,1.0,7.078051567077637e-08,3.0201430182552764
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,tail,0.005,0.004999999888241291,0.005,0.22551732510328584,False,0.004999995231628418,0.9999875426292419,1.000000238418579,0.011347807943820953,0.9999356269836426,1.0,5.960464477539063e-08,3.0201430182552764
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,head,0.01,0.009999999776482582,0.01,0.14523848146200438,False,0.009999982081353664,0.9999500513076782,1.000000238418579,0.007514762692153454,0.9999718070030212,1.0,6.332993507385254e-08,3.020135420933298
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,tail,0.01,0.009999999776482582,0.01,0.4510556310415289,False,0.009999983012676239,0.9999500513076782,1.000000238418579,0.022695600986480713,0.9997425675392151,1.0,4.842877388000488e-08,3.020135420933298
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,head,0.02,0.019999999552965164,0.02,0.2904837578535123,False,0.019999973475933075,0.9998000264167786,1.000000238418579,0.01502954214811325,0.9998871684074402,0.9999998807907104,6.705522537231445e-08,3.0201345309486123
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,tail,0.02,0.019999997690320015,0.02,0.9022819697856883,False,0.01999998278915882,0.9998000264167786,1.000000238418579,0.04539123922586441,0.9989698529243469,0.9999998807907104,6.332993507385254e-08,3.0201345309486123
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,head,0.05,0.05000000447034836,0.05,0.726318627595907,False,0.04999994859099388,0.9987500309944153,1.000000238418579,0.03757374361157417,0.9992942214012146,1.0000001192092896,5.960464477539063e-08,3.0201426216708596
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,equal_energy_rotation,tail,0.05,0.05000000819563866,0.05,2.258690476417544,False,0.04999995604157448,0.9987500309944153,1.000000238418579,0.11347806453704834,0.9935614466667175,1.0,7.078051567077637e-08,3.0201426216708596
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,head,0.0025,0.002500000409781933,0.0025,0.009483242873104836,False,0.002500001108273864,0.9999969601631165,1.0,0.0005010022432543337,0.9999998807907104,1.0,5.960464477539063e-08,16.490150459739706
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,tail,0.0025,0.0024999999441206455,0.0025,0.16198133677244705,False,0.0024999985471367836,0.9999969005584717,1.0,0.008261602371931076,0.9999659657478333,1.0,5.960464477539063e-08,16.490150459739706
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,head,0.005,0.004999999422580004,0.005,0.018966569565231205,False,0.004999999888241291,0.9999876022338867,1.0,0.0010017373133450747,0.9999995231628418,1.0000001192092896,1.1920928955078125e-07,16.49446301147561
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,tail,0.005,0.004999999422580004,0.005,0.32396717369556327,False,0.005000000353902578,0.9999876022338867,1.0,0.016523119062185287,0.9998635053634644,1.0000001192092896,1.1920928955078125e-07,16.49446301147561
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,head,0.01,0.009999998845160007,0.01,0.037933403626083495,False,0.010000001639127731,0.999950110912323,1.0,0.002003348432481289,0.9999980330467224,1.0,1.1920928955078125e-07,16.49548156994699
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,tail,0.01,0.009999998845160007,0.01,0.6479673087596858,False,0.009999998845160007,0.999950110912323,1.0,0.03304619714617729,0.9994539618492126,1.0,1.1920928955078125e-07,16.49548156994699
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,head,0.02,0.019999999552965164,0.02,0.07586881890893493,False,0.020000003278255463,0.9998000860214233,1.0,0.0040066237561404705,0.9999920129776001,1.0000001192092896,8.940696716308594e-08,16.495676567576215
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,tail,0.02,0.019999999552965164,0.02,1.2961998581886307,False,0.020000005140900612,0.9998000264167786,1.0,0.06609196960926056,0.9978159666061401,1.0,1.1920928955078125e-07,16.495676567576215
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,head,0.05,0.05000000074505806,0.05,0.18970633298158804,False,0.04999999701976776,0.9987500905990601,1.0,0.010016186162829399,0.9999499320983887,1.0000001192092896,1.1920928955078125e-07,16.49559275776263
1,128,transformer.h.5.attn.c_proj.weight,"[384, 384]",high_update_error,equal_energy_rotation,tail,0.05,0.04999999701976776,0.05,3.2451604604721065,False,0.05000003054738045,0.9987500905990601,1.0,0.1652229279279709,0.9863506555557251,1.0,5.960464477539063e-08,16.49559275776263
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,head,0.0025,0.002499999478459358,0.0025,0.024092598818239733,False,0.0025000032037496567,0.9999969005584717,1.000000238418579,0.0012235288741067052,0.9999992251396179,1.0,2.2351741790771484e-08,5.852936903242835
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,tail,0.0025,0.0024999999441206455,0.0025,0.14028745144606156,False,0.002500001573935151,0.9999969601631165,1.000000238418579,0.007161237299442291,0.9999743103981018,1.0,2.9802322387695312e-08,5.852936903242835
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,head,0.005,0.004999998956918716,0.005,0.04818517528473927,False,0.005000005941838026,0.9999876022338867,1.000000238418579,0.0024470542557537556,0.9999970197677612,1.0,3.725290298461914e-08,5.852941831307996
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,tail,0.005,0.004999998956918716,0.005,0.2805779427289957,False,0.004999999422580004,0.9999876022338867,1.000000238418579,0.014322466216981411,0.9998974204063416,0.9999998807907104,2.9802322387695312e-08,5.852941831307996
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,head,0.01,0.009999997913837433,0.01,0.09637065604329093,False,0.010000000707805157,0.999950110912323,1.000000238418579,0.004894098732620478,0.9999879002571106,1.0,2.9802322387695312e-08,5.852956951367351
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,tail,0.01,0.009999998845160007,0.01,0.561183005571364,False,0.010000010021030903,0.999950110912323,1.000000238418579,0.028644949197769165,0.9995896220207214,1.0000001192092896,3.725290298461914e-08,5.852956951367351
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,head,0.02,0.019999999552965164,0.02,0.19274555891752515,False,0.02000000886619091,0.9998001456260681,1.000000238418579,0.00978818815201521,0.9999521970748901,0.9999997615814209,2.9802322387695312e-08,5.852951483194032
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,tail,0.02,0.019999993965029716,0.02,1.1225770115852314,False,0.019999990239739418,0.9998000264167786,1.000000238418579,0.057289790362119675,0.9983588457107544,1.0,2.9802322387695312e-08,5.852951483194032
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,head,0.05,0.05000000074505806,0.05,0.4819387048482937,False,0.049999963492155075,0.9987500309944153,1.000000238418579,0.024470176547765732,0.9997004866600037,1.0,2.9802322387695312e-08,5.853002353751441
1,512,transformer.h.5.mlp.w2.weight,"[1024, 384]",medium_update_error,equal_energy_rotation,tail,0.05,0.04999999329447746,0.05,2.810182929038999,False,0.04999993368983269,0.9987500309944153,1.000000238418579,0.14322400093078613,0.9897433519363403,0.9999998807907104,3.725290298461914e-08,5.853002353751441
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,head,0.0025,0.002499999711290002,0.0025,0.018627711571752602,False,0.00250000087544322,0.9999969005584717,0.9999999403953552,0.0010241997661069036,0.9999995827674866,1.0000001192092896,6.705522537231445e-08,7.448154421174635
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,tail,0.0025,0.002500000409781933,0.0025,0.1506633982062381,False,0.002500001108273864,0.9999969601631165,0.9999998807907104,0.0076283980160951614,0.9999709725379944,1.0000001192092896,5.21540641784668e-08,7.448154421174635
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,head,0.005,0.005000000819563866,0.005,0.0372555311769282,False,0.005000003147870302,0.9999876022338867,0.9999998807907104,0.0020483972039073706,0.9999979138374329,1.0000001192092896,5.960464477539063e-08,7.448169252332316
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,tail,0.005,0.004999999422580004,0.005,0.30133025348186215,False,0.004999998956918716,0.9999875426292419,0.9999999403953552,0.015256809070706367,0.9998837113380432,1.0000001192092896,5.960464477539063e-08,7.448169252332316
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,head,0.01,0.009999998845160007,0.01,0.07451155409216853,False,0.010000000707805157,0.9999499917030334,0.9999999403953552,0.0040967948734760284,0.9999917149543762,1.0000001192092896,7.450580596923828e-08,7.44815340198686
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,tail,0.01,0.009999999776482582,0.01,0.6026898324489598,False,0.01000000350177288,0.9999499917030334,0.9999998807907104,0.03051355667412281,0.999534547328949,1.0000001192092896,6.705522537231445e-08,7.44815340198686
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,head,0.02,0.019999999552965164,0.02,0.1490268632769627,False,0.019999995827674866,0.9998000264167786,0.9999999403953552,0.008193566463887691,0.9999665021896362,1.0000001192092896,6.705522537231445e-08,7.448160017731756
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,tail,0.02,0.019999997690320015,0.02,1.2056134343147231,False,0.019999999552965164,0.9998000264167786,0.9999999403953552,0.06102699413895607,0.9981380105018616,1.0000001192092896,7.450580596923828e-08,7.448160017731756
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,head,0.05,0.05000000447034836,0.05,0.3726326972246222,False,0.04999999701976776,0.9987500905990601,0.9999999403953552,0.020483333617448807,0.9997903108596802,1.0,5.21540641784668e-08,7.448272450451063
1,4096,transformer.h.3.attn.c_proj.weight,"[384, 384]",high_condition,equal_energy_rotation,tail,0.05,0.05000000074505806,0.05,3.018153548240666,False,0.049999985843896866,0.9987501502037048,0.9999998807907104,0.15256544947624207,0.9883620142936707,1.0000001192092896,6.705522537231445e-08,7.448272450451063
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,head,0.0025,0.0024999999441206455,0.0025,0.03537000156939549,False,0.0025000027380883694,0.9999967813491821,0.9999998807907104,0.0018344433046877384,0.9999982714653015,0.9999998807907104,1.1175870895385742e-07,3.1538143648445196
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,tail,0.0025,0.002499999478459358,0.0025,0.11501683667302018,False,0.0024999978486448526,0.9999967813491821,0.9999998807907104,0.005785493645817041,0.9999831914901733,1.0,7.450580596923828e-08,3.1538143648445196
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,head,0.005,0.004999999888241291,0.005,0.07073973491788077,False,0.005000003147870302,0.9999874234199524,0.9999998807907104,0.0036688533145934343,0.9999932646751404,1.0,8.195638656616211e-08,3.153844254885181
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,tail,0.005,0.004999999888241291,0.005,0.23003659397363935,False,0.004999998491257429,0.9999874234199524,0.9999998807907104,0.011570991948246956,0.9999329447746277,1.0,1.4901161193847656e-07,3.153844254885181
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,head,0.01,0.009999997913837433,0.01,0.14147972315549298,False,0.009999995119869709,0.9999499320983887,0.9999998807907104,0.007337676361203194,0.9999731183052063,0.9999998807907104,7.82310962677002e-08,3.1538572645222542
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,tail,0.01,0.009999998845160007,0.01,0.4600950926542232,False,0.009999999776482582,0.9999499320983887,0.9999998807907104,0.023141983896493912,0.9997321963310242,0.9999998807907104,1.0803341865539551e-07,3.1538572645222542
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,head,0.02,0.019999995827674866,0.02,0.28296510875224556,False,0.019999990239739418,0.999799907207489,0.9999998807907104,0.014675318263471127,0.9998921751976013,1.0,8.940696716308594e-08,3.1538664469871907
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,tail,0.02,0.019999999552965164,0.02,0.920363932847978,False,0.02000000886619091,0.999799907207489,0.9999998807907104,0.04628399387001991,0.9989287853240967,1.0,7.450580596923828e-08,3.1538664469871907
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,head,0.05,0.05000000447034836,0.05,0.7075175940990481,False,0.05000000074505806,0.9987499713897705,0.9999998807907104,0.03668815270066261,0.9993270635604858,0.9999998807907104,1.4901161193847656e-07,3.153878076248114
1,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_condition,equal_energy_rotation,tail,0.05,0.05000000447034836,0.05,2.3039594888687187,False,0.05000004544854164,0.9987499713897705,0.9999998807907104,0.11570996046066284,0.9933057427406311,0.9999998807907104,8.940696716308594e-08,3.153878076248114
