seed,update,parameter_id,parameter_name,shape,k,quantizer,danger_log10_low,danger_log10_high,danger_zone_mode_count,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,muon_power_0.75,-3,-2,170,0.0009850321803241968,0.6099839806556702,0.6109690070152283,0.48628607392311096,0.46570920944213867,0.041154373437166214,2.0130380562477512e-06,0.0012465795734897256
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,calibrated_mulaw_5,-3,-2,170,0.0008457986987195909,0.6060016751289368,0.6068474650382996,0.48433035612106323,0.45930221676826477,0.04371477663516998,1.492918272560928e-06,0.0010696528479456902
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,danger_weighted_codebook_D4_L1,-3,-2,170,0.0011575472308322787,0.6003025770187378,0.6014600992202759,0.4762696325778961,0.4582805335521698,0.04098264500498772,2.5007834665302653e-06,0.0012969032395631075
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,per_tensor_muon_codebook_oracle,-3,-2,170,0.0011575472308322787,0.6003025770187378,0.6014600992202759,0.4762696325778961,0.4582805335521698,0.04098264500498772,2.5007834665302653e-06,0.0012969032395631075
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,uniform_int3,-3,-2,143,0.0008203686447814107,0.6049950122833252,0.6058154106140137,0.3771761953830719,0.47126084566116333,0.14923204481601715,4.9192109145224094e-05,0.03627756983041763
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_1,-3,-2,143,0.0009404292213730514,0.6041818857192993,0.6051223278045654,0.37516382336616516,0.4719913601875305,0.14927954971790314,4.056432953802869e-05,0.026060689240694046
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_5,-3,-2,143,0.0010327858617529273,0.5978997349739075,0.5989325642585754,0.37287983298301697,0.467952698469162,0.14980293810367584,3.910066152457148e-05,0.022636132314801216
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_20,-3,-2,143,0.0011226198403164744,0.5990691184997559,0.6001917719841003,0.36797288060188293,0.4695570170879364,0.15054194629192352,6.329492316581309e-05,0.033776380121707916
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_100,-3,-2,143,0.0010106466943398118,0.5656320452690125,0.566642701625824,0.34868425130844116,0.4468748867511749,0.14893443882465363,0.0001442557986592874,0.08073613047599792
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_500,-3,-2,143,0.0014104341389611363,0.46018317341804504,0.4615935981273651,0.2872200012207031,0.3621659576892853,0.11937804520130157,0.0005022558034397662,0.16387128829956055
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_2000,-3,-2,143,0.0020775990560650826,0.3548271059989929,0.3569047152996063,0.2203325629234314,0.27723366022109985,0.08897757530212402,0.0013670207699760795,0.23346951603889465
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,lloyd_global,-3,-2,143,0.0010642331326380372,0.576511025428772,0.5775752663612366,0.3564317524433136,0.45224156975746155,0.14308473467826843,3.496339559205808e-05,0.018940193578600883
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,lloyd_per_tensor_oracle,-3,-2,143,0.0010379665764048696,0.5859720706939697,0.5870100259780884,0.36287739872932434,0.4587540328502655,0.14583633840084076,3.383684088476002e-05,0.019102199003100395
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,scale_oracle,-3,-2,143,0.0011283233761787415,0.5669740438461304,0.5681023597717285,0.35272639989852905,0.4528823792934418,0.14619898796081543,2.5213006665580906e-05,0.01266934722661972
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,muon_global_codebook,-3,-2,143,0.0011399781797081232,0.5932651162147522,0.5944050550460815,0.3677031099796295,0.4639779329299927,0.14950470626354218,5.263143975753337e-05,0.027390344068408012
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,geometry_codebook,-3,-2,143,0.0011399781797081232,0.5932651162147522,0.5944050550460815,0.3677031099796295,0.4639779329299927,0.14950470626354218,5.263143975753337e-05,0.027390344068408012
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,danger_zone_codebook,-3,-2,143,0.0011399781797081232,0.5932651162147522,0.5944050550460815,0.3677031099796295,0.4639779329299927,0.14950470626354218,5.263143975753337e-05,0.027390344068408012
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,geometry_mulaw_5,-3,-2,143,0.0010327858617529273,0.5978997349739075,0.5989325642585754,0.37287983298301697,0.467952698469162,0.14980293810367584,3.910066152457148e-05,0.022636132314801216
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,geometry_power_0.75,-3,-2,143,0.0010473645525053144,0.603244423866272,0.6042917966842651,0.37292012572288513,0.471360981464386,0.14997516572475433,4.6150456910254434e-05,0.02658100798726082
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,muon_mulaw_5,-3,-2,143,0.0010327858617529273,0.5978997349739075,0.5989325642585754,0.37287983298301697,0.467952698469162,0.14980293810367584,3.910066152457148e-05,0.022636132314801216
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,muon_power_0.75,-3,-2,143,0.0010473645525053144,0.603244423866272,0.6042917966842651,0.37292012572288513,0.471360981464386,0.14997516572475433,4.6150456910254434e-05,0.02658100798726082
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,calibrated_mulaw_5,-3,-2,143,0.0010327858617529273,0.5978997349739075,0.5989325642585754,0.37287983298301697,0.467952698469162,0.14980293810367584,3.910066152457148e-05,0.022636132314801216
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,danger_weighted_codebook_D4_L1,-3,-2,143,0.0011399781797081232,0.5932651162147522,0.5944050550460815,0.3677031099796295,0.4639779329299927,0.14950470626354218,5.263143975753337e-05,0.027390344068408012
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,per_tensor_muon_codebook_oracle,-3,-2,143,0.0011399781797081232,0.5932651162147522,0.5944050550460815,0.3677031099796295,0.4639779329299927,0.14950470626354218,5.263143975753337e-05,0.027390344068408012
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,uniform_int3,-3,-2,143,0.0008944059954956174,0.606447160243988,0.6073415279388428,0.3746757209300995,0.4701390266418457,0.15271323919296265,3.6030018236488104e-05,0.024429958313703537
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,mulaw_mu_1,-3,-2,143,0.0009073183755390346,0.6068916320800781,0.6077988743782043,0.37322691082954407,0.4726911187171936,0.15064837038516998,2.6351761334808543e-05,0.01762629672884941
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,mulaw_mu_5,-3,-2,143,0.0010526644764468074,0.601318895816803,0.6023715138435364,0.36896947026252747,0.47090384364128113,0.15138383209705353,2.711185152293183e-05,0.015487240627408028
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,mulaw_mu_20,-3,-2,143,0.0010472777066752315,0.5948497653007507,0.5958970189094543,0.3704320788383484,0.46636268496513367,0.1520245224237442,4.0617145714350045e-05,0.023070385679602623
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,mulaw_mu_100,-3,-2,143,0.0010512839071452618,0.5652086138725281,0.5662599205970764,0.3497336506843567,0.4472222924232483,0.14624682068824768,0.0001036921821651049,0.05574870482087135
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,mulaw_mu_500,-3,-2,143,0.0019940559286624193,0.45860597491264343,0.46060001850128174,0.28783679008483887,0.35913240909576416,0.11629693955183029,0.0004902621731162071,0.11275368183851242
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,mulaw_mu_2000,-3,-2,143,0.00315692275762558,0.35152164101600647,0.35467857122421265,0.21791137754917145,0.2762312889099121,0.08786014467477798,0.0014226178172975779,0.15840773284435272
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,lloyd_global,-3,-2,143,0.0010107780108228326,0.5767117738723755,0.5777226090431213,0.3541129231452942,0.45292091369628906,0.14682357013225555,2.2540505597135052e-05,0.01286076195538044
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,lloyd_per_tensor_oracle,-3,-2,143,0.0010159964440390468,0.5858126282691956,0.5868286490440369,0.36214780807495117,0.45788097381591797,0.14731764793395996,2.2496837118524127e-05,0.012971434742212296
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,scale_oracle,-3,-2,143,0.0012703414540737867,0.5696816444396973,0.5709520578384399,0.3515433073043823,0.4548454284667969,0.14469154179096222,1.923978197737597e-05,0.00862803589552641
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,muon_global_codebook,-3,-2,143,0.001058497466146946,0.5940911173820496,0.5951496362686157,0.368365079164505,0.4628598988056183,0.14871245622634888,3.323427517898381e-05,0.018653033301234245
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,geometry_codebook,-3,-2,143,0.001058497466146946,0.5940911173820496,0.5951496362686157,0.368365079164505,0.4628598988056183,0.14871245622634888,3.323427517898381e-05,0.018653033301234245
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,danger_zone_codebook,-3,-2,143,0.001058497466146946,0.5940911173820496,0.5951496362686157,0.368365079164505,0.4628598988056183,0.14871245622634888,3.323427517898381e-05,0.018653033301234245
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,geometry_mulaw_5,-3,-2,143,0.0010526644764468074,0.601318895816803,0.6023715138435364,0.36896947026252747,0.47090384364128113,0.15138383209705353,2.711185152293183e-05,0.015487240627408028
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,geometry_power_0.75,-3,-2,143,0.0008965138113126159,0.6035242676734924,0.6044207215309143,0.3748396635055542,0.4704832136631012,0.15015876293182373,2.6642059310688637e-05,0.017935171723365784
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,muon_mulaw_5,-3,-2,143,0.0010526644764468074,0.601318895816803,0.6023715138435364,0.36896947026252747,0.47090384364128113,0.15138383209705353,2.711185152293183e-05,0.015487240627408028
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,muon_power_0.75,-3,-2,143,0.0008965138113126159,0.6035242676734924,0.6044207215309143,0.3748396635055542,0.4704832136631012,0.15015876293182373,2.6642059310688637e-05,0.017935171723365784
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,calibrated_mulaw_5,-3,-2,143,0.0010526644764468074,0.601318895816803,0.6023715138435364,0.36896947026252747,0.47090384364128113,0.15138383209705353,2.711185152293183e-05,0.015487240627408028
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,danger_weighted_codebook_D4_L1,-3,-2,143,0.001058497466146946,0.5940911173820496,0.5951496362686157,0.368365079164505,0.4628598988056183,0.14871245622634888,3.323427517898381e-05,0.018653033301234245
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,per_tensor_muon_codebook_oracle,-3,-2,143,0.001058497466146946,0.5940911173820496,0.5951496362686157,0.368365079164505,0.4628598988056183,0.14871245622634888,3.323427517898381e-05,0.018653033301234245
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,uniform_int3,-3,-2,0,0.0,0.0,0.0,0.8013306856155396,0.18894346058368683,0.0022462629713118076,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,mulaw_mu_1,-3,-2,0,0.0,0.0,0.0,0.8068490028381348,0.18552163243293762,0.0023082743864506483,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,mulaw_mu_5,-3,-2,0,0.0,0.0,0.0,0.784832775592804,0.1939936876296997,0.0023872843012213707,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,mulaw_mu_20,-3,-2,0,0.0,0.0,0.0,0.7602838277816772,0.19538041949272156,0.0018660897621884942,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,mulaw_mu_100,-3,-2,0,0.0,0.0,0.0,0.7117112874984741,0.19330072402954102,0.0020210999064147472,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,mulaw_mu_500,-3,-2,0,0.0,0.0,0.0,0.5615553259849548,0.15259519219398499,0.0015048723435029387,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,mulaw_mu_2000,-3,-2,0,0.0,0.0,0.0,0.39541342854499817,0.10317590087652206,0.000943672435823828,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,lloyd_global,-3,-2,0,0.0,0.0,0.0,0.744034469127655,0.18730780482292175,0.002504593227058649,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,lloyd_per_tensor_oracle,-3,-2,0,0.0,0.0,0.0,0.7357466816902161,0.18493588268756866,0.0024565840139985085,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,scale_oracle,-3,-2,0,0.0,0.0,0.0,0.7078211307525635,0.18615122139453888,0.0018682408845052123,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,muon_global_codebook,-3,-2,0,0.0,0.0,0.0,0.7631248831748962,0.18725532293319702,0.0022345425095409155,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,geometry_codebook,-3,-2,0,0.0,0.0,0.0,0.7631248831748962,0.18725532293319702,0.0022345425095409155,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,danger_zone_codebook,-3,-2,0,0.0,0.0,0.0,0.7631248831748962,0.18725532293319702,0.0022345425095409155,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,geometry_mulaw_5,-3,-2,0,0.0,0.0,0.0,0.784832775592804,0.1939936876296997,0.0023872843012213707,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,geometry_power_0.75,-3,-2,0,0.0,0.0,0.0,0.7868631482124329,0.188139870762825,0.002419964177533984,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,muon_mulaw_5,-3,-2,0,0.0,0.0,0.0,0.784832775592804,0.1939936876296997,0.0023872843012213707,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,muon_power_0.75,-3,-2,0,0.0,0.0,0.0,0.7868631482124329,0.188139870762825,0.002419964177533984,0.0,0.0
