update,parameter_name,numel,q_relative_l2,q_cosine,momentum_trajectory_cosine,momentum_trajectory_relative_l2,gradient_cosine,gradient_relative_l2,direction_cosine,direction_relative_l2,k5_update_cosine,k5_update_relative_l2,local_one_step_k5_cosine,local_one_step_k5_relative_l2,state_only_k5_cosine,state_only_k5_relative_l2,state_only_k5_distortion,gradient_only_k5_cosine,gradient_only_k5_relative_l2,gradient_only_k5_distortion,local_one_step_k5_distortion,k5_update_distortion
8,transformer.h.1.mlp.c_proj.weight,393216,0.04014459624886513,0.9992020726203918,0.9958615899085999,0.09100564569234848,1.0,0.0026147314347326756,0.997119128704071,0.0759863555431366,0.8311949968338013,0.580155611038208,0.9607241749763489,0.28050363063812256,0.8311883807182312,0.5801660418510437,0.1688116192817688,1.0,0.003461265005171299,0.0,0.03927582502365112,0.16880500316619873
8,transformer.h.1.mlp.w1.weight,393216,0.0571151003241539,0.9983755946159363,0.9916722774505615,0.12933556735515594,1.0,0.002553631318733096,0.9943016767501831,0.10708913952112198,0.8185858726501465,0.5957086682319641,0.9564859867095947,0.29626837372779846,0.8185726404190063,0.5957297682762146,0.18142735958099365,1.0,0.00276565901003778,0.0,0.04351401329040527,0.18141412734985352
8,transformer.h.1.mlp.w2.weight,393216,0.05243605002760887,0.9986352324485779,0.9926088452339172,0.12179846316576004,1.0,0.002416062168776989,0.9949272274971008,0.10098648071289062,0.8159304261207581,0.6009040474891663,0.9575930833816528,0.292275995016098,0.8159165978431702,0.6009267568588257,0.18408340215682983,1.0,0.0027423633728176355,0.0,0.04240691661834717,0.18406957387924194
8,transformer.h.2.attn.c_attn.weight,442368,0.030517809092998505,0.9995367527008057,0.998039186000824,0.06262385100126266,0.9999980926513672,0.002820971654728055,0.9985641241073608,0.05359945446252823,0.6710138916969299,0.9253998398780823,0.9204056859016418,0.3945947289466858,0.6710073947906494,0.9254076480865479,0.3289926052093506,0.9999892115592957,0.0050329468213021755,1.0788440704345703e-05,0.07959431409835815,0.32898610830307007
8,transformer.h.2.attn.c_proj.weight,147456,0.03131886571645737,0.9995104670524597,0.9980277419090271,0.06289687752723694,0.9999984502792358,0.0024000494740903378,0.9985519647598267,0.05389844626188278,0.6615951061248779,0.9473704695701599,0.9163258075714111,0.40435507893562317,0.6615882515907288,0.9473689794540405,0.33841174840927124,0.9999926686286926,0.004142070189118385,7.331371307373047e-06,0.08367419242858887,0.33840489387512207
8,transformer.h.2.mlp.c_proj.weight,393216,0.03839649260044098,0.9992736577987671,0.9960042238235474,0.08949805796146393,1.0,0.002777842106297612,0.9972032308578491,0.07492157816886902,0.8336507081985474,0.57582026720047,0.9617612361907959,0.27683383226394653,0.8336530327796936,0.575818657875061,0.1663469672203064,0.9999991059303284,0.0035759645979851484,8.940696716308594e-07,0.0382387638092041,0.16634929180145264
8,transformer.h.2.mlp.w1.weight,393216,0.05481632426381111,0.998512864112854,0.9922943115234375,0.12440696358680725,1.0,0.002898141276091337,0.9946697950363159,0.10355155915021896,0.784892737865448,0.6486070156097412,0.9472347497940063,0.3263142704963684,0.7848828434944153,0.6486257910728455,0.21511715650558472,1.0,0.003245557891204953,0.0,0.05276525020599365,0.215107262134552
8,transformer.h.2.mlp.w2.weight,393216,0.05393818020820618,0.9985542893409729,0.9923813939094543,0.12357758730649948,1.0,0.002920418046414852,0.9946751594543457,0.10337045043706894,0.7781411409378052,0.6591379046440125,0.9442275762557983,0.3355105519294739,0.7781379222869873,0.6591482758522034,0.2218620777130127,1.0,0.0032061124220490456,0.0,0.05577242374420166,0.22185885906219482
8,transformer.h.3.attn.c_attn.weight,442368,0.029616784304380417,0.9995647668838501,0.9981635808944702,0.060719989240169525,0.999997079372406,0.0028460416942834854,0.998658299446106,0.051907915621995926,0.6706054210662842,0.9316025972366333,0.9178611040115356,0.400718629360199,0.6706088781356812,0.9315840601921082,0.32939112186431885,0.9999887943267822,0.005029045045375824,1.1205673217773438e-05,0.08213889598846436,0.3293945789337158
8,transformer.h.3.attn.c_proj.weight,147456,0.03005092591047287,0.9995502829551697,0.9980648159980774,0.062241870909929276,0.9999992847442627,0.0025295100640505552,0.9985837340354919,0.053268931806087494,0.6648067831993103,0.9452513456344604,0.9176297783851624,0.40132030844688416,0.6647997498512268,0.9452632665634155,0.3352002501487732,0.9999931454658508,0.004144999198615551,6.854534149169922e-06,0.08237022161483765,0.3351932168006897
8,transformer.h.3.mlp.c_proj.weight,393216,0.0386626236140728,0.9992635250091553,0.995875895023346,0.09084120392799377,1.0,0.002910700859501958,0.9971420764923096,0.07568437606096268,0.8349369168281555,0.5737617611885071,0.9622364640235901,0.2749464511871338,0.8349294066429138,0.5737754106521606,0.16507059335708618,0.9999983906745911,0.0035706835333257914,1.6093254089355469e-06,0.03776353597640991,0.16506308317184448
8,transformer.h.3.mlp.w1.weight,393216,0.053696952760219574,0.9985684752464294,0.9930045008659363,0.11850874871015549,1.0,0.002860588952898979,0.9952824711799622,0.09742000699043274,0.7633718252182007,0.6824223399162292,0.9404919743537903,0.34628716111183167,0.7633588314056396,0.6824452877044678,0.23664116859436035,1.0,0.003512314287945628,0.0,0.05950802564620972,0.23662817478179932
8,transformer.h.3.mlp.w2.weight,393216,0.05160317197442055,0.9986777901649475,0.9933239221572876,0.11583845317363739,1.0,0.0028752342332154512,0.9954113364219666,0.09613563865423203,0.7611384391784668,0.6868826150894165,0.9417763352394104,0.34254106879234314,0.7611281871795654,0.6869035959243774,0.23887181282043457,1.0,0.0034414927940815687,0.0,0.0582236647605896,0.2388615608215332
8,transformer.h.4.attn.c_attn.weight,442368,0.026939943432807922,0.9996394515037537,0.9984126687049866,0.056349705904722214,0.9999977946281433,0.0028710714541375637,0.9988201856613159,0.04860752820968628,0.6805867552757263,0.9143992066383362,0.9226468801498413,0.388770192861557,0.6805832982063293,0.9143896102905273,0.31941670179367065,0.9999909400939941,0.0048964666202664375,9.059906005859375e-06,0.07735311985015869,0.3194132447242737
8,transformer.h.4.attn.c_proj.weight,147456,0.02896268479526043,0.9995816349983215,0.9982442259788513,0.05930760130286217,0.999998927116394,0.002528202487155795,0.9987031817436218,0.051000792533159256,0.6687754988670349,0.9388120174407959,0.9203336238861084,0.3945750892162323,0.6687873601913452,0.9387746453285217,0.3312126398086548,0.9999943375587463,0.004150217864662409,5.662441253662109e-06,0.0796663761138916,0.3312245011329651
8,transformer.h.4.mlp.c_proj.weight,393216,0.03685852512717247,0.9993294477462769,0.996593177318573,0.08270123600959778,1.0,0.002921672072261572,0.9976456165313721,0.06882994621992111,0.8416630625724792,0.5633425712585449,0.9632823467254639,0.2710844576358795,0.8416678309440613,0.5633381009101868,0.15833216905593872,0.9999995827674866,0.0035090846940875053,4.172325134277344e-07,0.03671765327453613,0.15833693742752075
8,transformer.h.4.mlp.w1.weight,393216,0.05408625304698944,0.9985498785972595,0.9924710988998413,0.12279370427131653,1.0,0.003170100273564458,0.9947719573974609,0.10240434110164642,0.744905412197113,0.7077094316482544,0.9387192130088806,0.35170453786849976,0.7448975443840027,0.7077271342277527,0.2551024556159973,0.9999976754188538,0.003685317002236843,2.3245811462402344e-06,0.061280786991119385,0.25509458780288696
8,transformer.h.4.mlp.w2.weight,393216,0.05321046710014343,0.998593270778656,0.9928096532821655,0.12015414983034134,1.0,0.0030794376507401466,0.9950171113014221,0.10009528696537018,0.74066561460495,0.7157262563705444,0.9369859099388123,0.3565079867839813,0.7406591773033142,0.7157478928565979,0.2593408226966858,0.9999991655349731,0.003621526062488556,8.344650268554688e-07,0.06301409006118774,0.25933438539505005
8,transformer.h.5.attn.c_attn.weight,442368,0.025666436180472374,0.9996739029884338,0.9986154437065125,0.05270862951874733,0.9999973773956299,0.0028086178936064243,0.9989824891090393,0.04520021378993988,0.6942546367645264,0.8907577991485596,0.9271413683891296,0.3773089051246643,0.6942656636238098,0.8907124996185303,0.3057343363761902,0.9999890923500061,0.004640033934265375,1.0907649993896484e-05,0.07285863161087036,0.30574536323547363
8,transformer.h.5.attn.c_proj.weight,147456,0.024494217708706856,0.999701976776123,0.9987182021141052,0.05067652463912964,0.9999991655349731,0.0025222119875252247,0.9990367293357849,0.043924566358327866,0.6969470977783203,0.8886105418205261,0.9294809699058533,0.3714296221733093,0.6969500780105591,0.8885851502418518,0.3030499219894409,0.9999935626983643,0.003982697147876024,6.4373016357421875e-06,0.07051903009414673,0.3030529022216797
8,transformer.h.5.mlp.c_proj.weight,393216,0.03423741087317467,0.9994248151779175,0.9967348575592041,0.08090759068727493,1.0,0.0030648738611489534,0.9977296590805054,0.06751123815774918,0.8456192016601562,0.5565944910049438,0.9657986164093018,0.26150715351104736,0.8456189036369324,0.5565980672836304,0.15438109636306763,0.9999996423721313,0.0034553182777017355,3.5762786865234375e-07,0.03420138359069824,0.15438079833984375
8,transformer.h.5.mlp.w1.weight,393216,0.051553044468164444,0.998680055141449,0.9929556846618652,0.11879393458366394,1.0,0.003186644520610571,0.9951262474060059,0.09888258576393127,0.7366849184036255,0.7202361226081848,0.9348317980766296,0.3625914454460144,0.736674427986145,0.7202566266059875,0.263325572013855,0.9999991059303284,0.0038535024505108595,8.940696716308594e-07,0.06516820192337036,0.2633150815963745
8,transformer.h.5.mlp.w2.weight,393216,0.05187486484646797,0.9986637234687805,0.9927260279655457,0.12074257433414459,1.0,0.0032261433079838753,0.9949210286140442,0.10096053034067154,0.731082022190094,0.72877436876297,0.9345247149467468,0.3634704053401947,0.7310686707496643,0.7288029193878174,0.2689313292503357,0.999997615814209,0.003786681452766061,2.384185791015625e-06,0.06547528505325317,0.268917977809906
32,transformer.h.0.attn.c_attn.weight,442368,0.031315725296735764,0.9995114803314209,0.9924111366271973,0.12321840971708298,0.9950419068336487,0.10197988152503967,0.9923651814460754,0.12355044484138489,0.5698554515838623,0.978976845741272,0.9509086012840271,0.3132152259349823,0.5704325437545776,0.9783744215965271,0.42956745624542236,0.9966120719909668,0.08234307914972305,0.003387928009033203,0.0490913987159729,0.4301445484161377
32,transformer.h.0.attn.c_proj.weight,147456,0.030249860137701035,0.9995442628860474,0.9927935004234314,0.12057234346866608,0.9962292313575745,0.08916295319795609,0.9928702116012573,0.11991236358880997,0.5464078187942505,1.0301657915115356,0.9525361657142639,0.3078289031982422,0.5463656187057495,1.0301380157470703,0.4536343812942505,0.9981514811515808,0.06083738058805466,0.0018485188484191895,0.047463834285736084,0.4535921812057495
32,transformer.h.0.mlp.c_proj.weight,393216,0.03295260667800903,0.9994664788246155,0.9921258091926575,0.1253308206796646,0.9965031743049622,0.08403030037879944,0.9926554560661316,0.12106897681951523,0.663023829460144,0.8250513076782227,0.9614236950874329,0.2780555188655853,0.6635497212409973,0.8244051933288574,0.3364502787590027,0.9984840750694275,0.05515776947140694,0.0015159249305725098,0.03857630491256714,0.33697617053985596
32,transformer.h.0.mlp.w1.weight,393216,0.04797802492976189,0.9988574981689453,0.9685760736465454,0.24899181723594666,0.9962140321731567,0.08767485618591309,0.972135603427887,0.23466068506240845,0.6562821865081787,0.8133396506309509,0.970827043056488,0.24199126660823822,0.6562955379486084,0.8131775856018066,0.3437044620513916,0.9991385340690613,0.04166729748249054,0.0008614659309387207,0.029172956943511963,0.3437178134918213
32,transformer.h.0.mlp.w2.weight,393216,0.04701026901602745,0.9989041686058044,0.9686087965965271,0.24888385832309723,0.9960386157035828,0.08959084749221802,0.9718474745750427,0.23589682579040527,0.6511102914810181,0.8191671371459961,0.9706555008888245,0.24266882240772247,0.6511597037315369,0.8190478682518005,0.34884029626846313,0.999141275882721,0.04161413013935089,0.0008587241172790527,0.029344499111175537,0.34888970851898193
32,transformer.h.1.attn.c_attn.weight,442368,0.02321734093129635,0.9997342228889465,0.9952821731567383,0.0987415760755539,0.9943708777427673,0.10664122551679611,0.9950660467147827,0.10063780099153519,0.5362523198127747,1.1017565727233887,0.9534106254577637,0.3043997585773468,0.5369613766670227,1.1010911464691162,0.4630386233329773,0.9968329071998596,0.07964582741260529,0.003167092800140381,0.04658937454223633,0.46374768018722534
32,transformer.h.1.attn.c_proj.weight,147456,0.020299052819609642,0.9997976422309875,0.9964563250541687,0.08490803092718124,0.9966804385185242,0.08156087249517441,0.9963804483413696,0.08554766327142715,0.546626627445221,1.1121712923049927,0.9575474262237549,0.29043063521385193,0.5473702549934387,1.1114122867584229,0.4526297450065613,0.9980199933052063,0.06296423077583313,0.001980006694793701,0.04245257377624512,0.45337337255477905
32,transformer.h.1.mlp.c_proj.weight,393216,0.029478760436177254,0.999576985836029,0.9931426644325256,0.11712519079446793,0.9967288970947266,0.08096074312925339,0.9935808181762695,0.11338061839342117,0.6368699073791504,0.874218225479126,0.9632419943809509,0.2710811495780945,0.6373429298400879,0.8738347291946411,0.3626570701599121,0.9984506964683533,0.0557732880115509,0.0015493035316467285,0.03675800561904907,0.3631300926208496
32,transformer.h.1.mlp.w1.weight,393216,0.032768815755844116,0.9994730353355408,0.9861806035041809,0.1659199297428131,0.9959292411804199,0.0904967188835144,0.987244188785553,0.15948641300201416,0.619753897190094,0.8696110248565674,0.9707919955253601,0.24194413423538208,0.619598925113678,0.8699033856391907,0.380401074886322,0.9988196492195129,0.048727717250585556,0.0011803507804870605,0.029208004474639893,0.380246102809906
32,transformer.h.1.mlp.w2.weight,393216,0.029873477295041084,0.99956876039505,0.988392174243927,0.15209627151489258,0.9959526658058167,0.0902346521615982,0.9893816113471985,0.1455473005771637,0.6202842593193054,0.8768722414970398,0.9713431000709534,0.23954595625400543,0.6203433275222778,0.8769553303718567,0.37965667247772217,0.9988744258880615,0.04755540192127228,0.0011255741119384766,0.02865689992904663,0.3797157406806946
32,transformer.h.2.attn.c_attn.weight,442368,0.019356124103069305,0.9998147487640381,0.996494472026825,0.083985336124897,0.9958118796348572,0.09174000471830368,0.9961601495742798,0.08777538686990738,0.544779896736145,1.1274741888046265,0.9556874632835388,0.2966921925544739,0.5454527735710144,1.1270281076431274,0.4545472264289856,0.9971043467521667,0.07611977308988571,0.002895653247833252,0.04431253671646118,0.455220103263855
32,transformer.h.2.attn.c_proj.weight,147456,0.016760768368840218,0.9998612999916077,0.9975119829177856,0.07123121619224548,0.9977996945381165,0.06644388288259506,0.9974502325057983,0.07191655784845352,0.5627926588058472,1.1140291690826416,0.962703287601471,0.2721001207828522,0.5633277297019958,1.1135624647140503,0.43667227029800415,0.9979861378669739,0.06349697709083557,0.002013862133026123,0.03729671239852905,0.43720734119415283
32,transformer.h.2.mlp.c_proj.weight,393216,0.02298092655837536,0.9997519850730896,0.995647668838501,0.09343449771404266,0.9977797269821167,0.06689145416021347,0.9957555532455444,0.0922195315361023,0.6444044709205627,0.8950085043907166,0.963796079158783,0.2683705985546112,0.6447072625160217,0.8946427702903748,0.35529273748397827,0.9985280632972717,0.054404113441705704,0.0014719367027282715,0.03620392084121704,0.35559552907943726
32,transformer.h.2.mlp.w1.weight,393216,0.025057516992092133,0.9996999502182007,0.9920526742935181,0.12603458762168884,0.9965795874595642,0.0828482061624527,0.9922866225242615,0.12413065880537033,0.6041301488876343,0.9193397760391235,0.9709146618843079,0.2411102056503296,0.6042088866233826,0.9193676114082336,0.39579111337661743,0.9985803961753845,0.05340103060007095,0.0014196038246154785,0.02908533811569214,0.3958698511123657
32,transformer.h.2.mlp.w2.weight,393216,0.0251723974943161,0.9996966123580933,0.9923309683799744,0.12372111529111862,0.9966360330581665,0.08250662684440613,0.9926287531852722,0.12131473422050476,0.5991522073745728,0.9299728870391846,0.969248354434967,0.24783872067928314,0.5992308259010315,0.9300280809402466,0.4007691740989685,0.9986409544944763,0.05225726589560509,0.0013590455055236816,0.03075164556503296,0.40084779262542725
32,transformer.h.3.attn.c_attn.weight,442368,0.015825890004634857,0.9998810291290283,0.9975715279579163,0.07067718356847763,0.9967771768569946,0.08033594489097595,0.9972922205924988,0.0743880420923233,0.5661394596099854,1.1060056686401367,0.9617618322372437,0.2754557430744171,0.5670992136001587,1.1053135395050049,0.4329007863998413,0.9972987174987793,0.0735291987657547,0.002701282501220703,0.03823816776275635,0.43386054039001465
32,transformer.h.3.attn.c_proj.weight,147456,0.014862872660160065,0.9998934268951416,0.9982311725616455,0.059649545699357986,0.9984989166259766,0.0548248253762722,0.9981482625007629,0.06095182150602341,0.5842819809913635,1.0886017084121704,0.9629947543144226,0.27072569727897644,0.5850277543067932,1.0877809524536133,0.4149722456932068,0.9979814887046814,0.06356339156627655,0.0020185112953186035,0.03700524568557739,0.4157180190086365
32,transformer.h.3.mlp.c_proj.weight,393216,0.02145448327064514,0.9997833967208862,0.9961673021316528,0.08764885365962982,0.9983218908309937,0.058181848376989365,0.9962111115455627,0.08712668716907501,0.6415104269981384,0.8983416557312012,0.9603384733200073,0.2808096706867218,0.6418957710266113,0.8979412317276001,0.35810422897338867,0.9985736012458801,0.053548816591501236,0.001426398754119873,0.039661526679992676,0.3584895730018616
32,transformer.h.3.mlp.w1.weight,393216,0.019651886075735092,0.9998207688331604,0.9953694939613342,0.09631359577178955,0.9974704384803772,0.0714033767580986,0.9953283667564392,0.09675063192844391,0.6126374006271362,0.9391306638717651,0.9717601537704468,0.23717427253723145,0.6127957701683044,0.9390276670455933,0.38720422983169556,0.9986199736595154,0.05267660692334175,0.0013800263404846191,0.028239846229553223,0.38736259937286377
32,transformer.h.3.mlp.w2.weight,393216,0.019690735265612602,0.9998210072517395,0.9954609870910645,0.09554699063301086,0.9974221587181091,0.07205408811569214,0.9954306483268738,0.09583760052919388,0.610033392906189,0.9450933933258057,0.9708245396614075,0.24100328981876373,0.6099161505699158,0.9454370141029358,0.39008384943008423,0.9986435770988464,0.05218259617686272,0.0013564229011535645,0.02917546033859253,0.38996660709381104
